raw_weighted_beta_variance,de_weighted_beta_variance,variance_reduction_fraction,raw_n_bins,de_n_bins,draw
0.35470304370441175,0.4997559808254866,-0.4089419013893585,24,24,0
0.35470304370441175,0.495657545792544,-0.3973873486284355,24,24,1
0.35470304370441175,0.4973869144501273,-0.4022628880078619,24,24,2
0.35470304370441175,0.4799806881165726,-0.3531902154089202,24,24,3
0.35470304370441175,0.4815077252125553,-0.35749532956873914,24,24,4
0.35470304370441175,0.4940274573586441,-0.39279170598360297,24,24,5
0.35470304370441175,0.5006240560166524,-0.411389230800744,24,24,6
0.35470304370441175,0.4729757868320033,-0.33344157944737846,24,24,7
0.35470304370441175,0.4911770859636845,-0.38475576875230316,24,24,8
0.35470304370441175,0.4976020120390871,-0.4028693039740555,24,24,9
0.35470304370441175,0.4964835469786388,-0.39971606049250147,24,24,10
0.35470304370441175,0.5007491489829626,-0.41174190036062097,24,24,11
0.35470304370441175,0.47910597519141124,-0.3507241725015177,24,24,12
0.35470304370441175,0.48604620309305463,-0.3702904774002909,24,24,13
0.35470304370441175,0.5094962659364265,-0.4364022947629684,24,24,14
0.35470304370441175,0.49619668310513315,-0.3989073167317778,24,24,15
0.35470304370441175,0.4807952169821543,-0.35548658382198783,24,24,16
0.35470304370441175,0.4915561240367402,-0.3858243755200861,24,24,17
0.35470304370441175,0.4818937421086652,-0.3585836114511793,24,24,18
0.35470304370441175,0.46874265573231283,-0.32150728349242713,24,24,19
0.35470304370441175,0.4745588448835439,-0.33790463123009673,24,24,20
0.35470304370441175,0.4973673232513095,-0.40220765533037156,24,24,21
0.35470304370441175,0.48240420100076303,-0.36002272763909454,24,24,22
0.35470304370441175,0.49417117586576986,-0.3931968857802712,24,24,23
0.35470304370441175,0.48649644361517325,-0.371559822363944,24,24,24
0.35470304370441175,0.4954677933010215,-0.39685238707428355,24,24,25
0.35470304370441175,0.47678961194562414,-0.3441937429297957,24,24,26
0.35470304370441175,0.5181216949981309,-0.4607196193949281,24,24,27
0.35470304370441175,0.48846172854394987,-0.37710047098159266,24,24,28
0.35470304370441175,0.49431642253218616,-0.39360637385485714,24,24,29
0.35470304370441175,0.4913190267400269,-0.38515593666419945,24,24,30
0.35470304370441175,0.4730588514989266,-0.33367576031612944,24,24,31
0.35470304370441175,0.494936208981254,-0.39535371281929055,24,24,32
0.35470304370441175,0.5043094471550126,-0.421779305551361,24,24,33
0.35470304370441175,0.4802978517709806,-0.35408438212115273,24,24,34
0.35470304370441175,0.4862805704664538,-0.37095121989336766,24,24,35
0.35470304370441175,0.4713376022727851,-0.32882311172263184,24,24,36
0.35470304370441175,0.48450319611119985,-0.3659403399846655,24,24,37
0.35470304370441175,0.4883577262719541,-0.3768072615664448,24,24,38
0.35470304370441175,0.4771117113867408,-0.3451018249066312,24,24,39
0.35470304370441175,0.5036450244990378,-0.419906125527204,24,24,40
0.35470304370441175,0.4826610900268183,-0.36074696452009897,24,24,41
0.35470304370441175,0.4672086148757354,-0.31718242391254764,24,24,42
0.35470304370441175,0.47778815279243786,-0.34700888890764037,24,24,43
0.35470304370441175,0.48068676779406283,-0.3551808373954591,24,24,44
0.35470304370441175,0.4825699796449823,-0.3604901006914596,24,24,45
0.35470304370441175,0.477470150284245,-0.34611235724873,24,24,46
0.35470304370441175,0.47612702442894145,-0.3423257366399065,24,24,47
0.35470304370441175,0.4817362885504374,-0.35813970897832925,24,24,48
0.35470304370441175,0.5027231108106204,-0.41730701140968973,24,24,49
0.35470304370441175,0.49470275415980486,-0.3946955430471594,24,24,50
0.35470304370441175,0.4667445154249363,-0.31587400702964696,24,24,51
0.35470304370441175,0.508506787778889,-0.4336126988598612,24,24,52
0.35470304370441175,0.49254860539936,-0.38862243823828163,24,24,53
0.35470304370441175,0.4732797554080145,-0.33429854580672125,24,24,54
0.35470304370441175,0.4787242369523821,-0.34964795326459663,24,24,55
0.35470304370441175,0.4905921987436101,-0.38310681977806826,24,24,56
0.35470304370441175,0.4690365788324206,-0.32233592904629144,24,24,57
0.35470304370441175,0.5058124598568419,-0.4260166887046948,24,24,58
0.35470304370441175,0.48499656570640043,-0.36733127700637236,24,24,59
0.35470304370441175,0.49061344671934626,-0.3831667233399725,24,24,60
0.35470304370441175,0.4839363053226587,-0.3643421276247694,24,24,61
0.35470304370441175,0.4705581658640783,-0.3266256780593438,24,24,62
0.35470304370441175,0.4716285592745253,-0.32964339507487356,24,24,63
0.35470304370441175,0.5019683178942707,-0.4151790541515087,24,24,64
0.35470304370441175,0.49769222581502826,-0.40312364003782025,24,24,65
0.35470304370441175,0.4984540334622559,-0.40527137364413945,24,24,66
0.35470304370441175,0.5093889523507845,-0.4360997498946717,24,24,67
0.35470304370441175,0.47571038850568875,-0.34115113176789447,24,24,68
0.35470304370441175,0.480270689155603,-0.35400780365401036,24,24,69
0.35470304370441175,0.4991940193458294,-0.40735758603139527,24,24,70
0.35470304370441175,0.49719373234140635,-0.4017182574721231,24,24,71
0.35470304370441175,0.47754028097686224,-0.3463100738848344,24,24,72
0.35470304370441175,0.4868126338042688,-0.37245124462464235,24,24,73
0.35470304370441175,0.480780334373209,-0.35544462588221404,24,24,74
0.35470304370441175,0.4814130715950694,-0.3572284764385901,24,24,75
0.35470304370441175,0.47085287706269463,-0.32745654546758046,24,24,76
0.35470304370441175,0.4813943331270938,-0.35717564783080624,24,24,77
0.35470304370441175,0.48918890651536806,-0.37915057453814455,24,24,78
0.35470304370441175,0.48301650450622585,-0.3617489702421129,24,24,79
0.35470304370441175,0.48619277212879564,-0.37070369357743527,24,24,80
0.35470304370441175,0.4694605172373038,-0.32353112151054464,24,24,81
0.35470304370441175,0.48642417820960576,-0.3713560874176273,24,24,82
0.35470304370441175,0.5062899400858055,-0.4273628294763583,24,24,83
0.35470304370441175,0.4842734861400505,-0.36529272791810324,24,24,84
0.35470304370441175,0.5098156222397472,-0.43730264312193773,24,24,85
0.35470304370441175,0.49796552383235104,-0.40389413812678093,24,24,86
0.35470304370441175,0.48465943788480503,-0.36638082612195216,24,24,87
0.35470304370441175,0.5032484225746484,-0.41878800170101016,24,24,88
0.35470304370441175,0.48471961296872246,-0.36655047531156437,24,24,89
0.35470304370441175,0.4960877842813916,-0.3986003026655769,24,24,90
0.35470304370441175,0.4861692152394322,-0.37063728058836864,24,24,91
0.35470304370441175,0.5043812190270736,-0.4219816490985474,24,24,92
0.35470304370441175,0.4942998705792335,-0.393559709600782,24,24,93
0.35470304370441175,0.48391295497524356,-0.364276296931096,24,24,94
0.35470304370441175,0.4615775248710804,-0.3013069187411074,24,24,95
0.35470304370441175,0.4846096983159467,-0.3662405973594953,24,24,96
0.35470304370441175,0.4868845369207652,-0.37265395818397773,24,24,97
0.35470304370441175,0.4777330416595038,-0.34685351631100714,24,24,98
0.35470304370441175,0.5026843341225077,-0.4171976898552206,24,24,99
0.35470304370441175,0.4890396654955683,-0.3787298253439986,24,24,100
0.35470304370441175,0.5097649720524098,-0.437159847089492,24,24,101
0.35470304370441175,0.47246822878626926,-0.33201064149874043,24,24,102
0.35470304370441175,0.5054568866326413,-0.4250142354398819,24,24,103
0.35470304370441175,0.48991208183425855,-0.38118939357769344,24,24,104
0.35470304370441175,0.48717673653170945,-0.3734777447742832,24,24,105
0.35470304370441175,0.45454207871174646,-0.2814721688448058,24,24,106
0.35470304370441175,0.49987766131512573,-0.40928495029124645,24,24,107
0.35470304370441175,0.4719189509520484,-0.33046208463132715,24,24,108
0.35470304370441175,0.5058843793095521,-0.4262194483200596,24,24,109
0.35470304370441175,0.48774750342786694,-0.3750868848882122,24,24,110
0.35470304370441175,0.48924295373782584,-0.37930294769483736,24,24,111
0.35470304370441175,0.4838036405569114,-0.36396811119581013,24,24,112
0.35470304370441175,0.4814785994285362,-0.35741321641934265,24,24,113
0.35470304370441175,0.4874854449638916,-0.3743480740191583,24,24,114
0.35470304370441175,0.5002342300833479,-0.4102902102532086,24,24,115
0.35470304370441175,0.48045523372227744,-0.35452808271546726,24,24,116
0.35470304370441175,0.48337561359987213,-0.3627613920411926,24,24,117
0.35470304370441175,0.47589233598372216,-0.34166408896198336,24,24,118
0.35470304370441175,0.4727922261144551,-0.3329240741121235,24,24,119
0.35470304370441175,0.4696119137625504,-0.32395794763435076,24,24,120
0.35470304370441175,0.49638186020528613,-0.39942937906938575,24,24,121
0.35470304370441175,0.5000219406561225,-0.409691711224251,24,24,122
0.35470304370441175,0.4954591806391003,-0.39682810574353655,24,24,123
0.35470304370441175,0.49974282870163494,-0.4089048221364874,24,24,124
0.35470304370441175,0.47880370170945113,-0.3498719850525372,24,24,125
0.35470304370441175,0.4957749169355154,-0.39771824836288827,24,24,126
0.35470304370441175,0.48800615429693933,-0.37581608886224954,24,24,127
0.35470304370441175,0.460476855259349,-0.2982038452511358,24,24,128
0.35470304370441175,0.48485157376773497,-0.3669225070754713,24,24,129
0.35470304370441175,0.4813829601016875,-0.3571435843185017,24,24,130
0.35470304370441175,0.48865025471356077,-0.3776319752157881,24,24,131
0.35470304370441175,0.5015381905834985,-0.4139664135542359,24,24,132
0.35470304370441175,0.4894991583483819,-0.3800252550308003,24,24,133
0.35470304370441175,0.45206123151694455,-0.274478016302745,24,24,134
0.35470304370441175,0.4870588530231539,-0.3731454005481823,24,24,135
0.35470304370441175,0.4676999320147603,-0.31856757452725265,24,24,136
0.35470304370441175,0.49210203007180964,-0.38736342641000276,24,24,137
0.35470304370441175,0.4643490864990565,-0.3091206707716249,24,24,138
0.35470304370441175,0.47798787282092325,-0.3475719515371559,24,24,139
0.35470304370441175,0.463115221967204,-0.30564208620982813,24,24,140
0.35470304370441175,0.48460282879365235,-0.3662212303920665,24,24,141
0.35470304370441175,0.4948798436784622,-0.39519480439210836,24,24,142
0.35470304370441175,0.48931161911745125,-0.3794965332330619,24,24,143
0.35470304370441175,0.4978893063674708,-0.4036792612988737,24,24,144
0.35470304370441175,0.48726686555990056,-0.37373184191213077,24,24,145
0.35470304370441175,0.4690408760848226,-0.3223480441168504,24,24,146
0.35470304370441175,0.4892178107579178,-0.37923206310460256,24,24,147
0.35470304370441175,0.4975316854347352,-0.4026710350118909,24,24,148
0.35470304370441175,0.48638582391199126,-0.3712479566916715,24,24,149
0.35470304370441175,0.4816413739942081,-0.35787212019409437,24,24,150
0.35470304370441175,0.49735440267165,-0.4021712288607124,24,24,151
0.35470304370441175,0.47164318412909606,-0.3296846263381242,24,24,152
0.35470304370441175,0.4834949158476716,-0.36309773606168233,24,24,153
0.35470304370441175,0.45870258952816234,-0.2932017293610189,24,24,154
0.35470304370441175,0.49066737773829044,-0.3833187688887813,24,24,155
0.35470304370441175,0.5032701206606492,-0.41884917424064844,24,24,156
0.35470304370441175,0.47448788746744797,-0.3377045838457979,24,24,157
0.35470304370441175,0.49817220426280423,-0.4044768239371272,24,24,158
0.35470304370441175,0.4872762142402152,-0.3737581982698801,24,24,159
0.35470304370441175,0.48702841248810014,-0.3730595807741656,24,24,160
0.35470304370441175,0.5093201221343413,-0.43590569963864806,24,24,161
0.35470304370441175,0.4670723261622685,-0.3167981906337928,24,24,162
0.35470304370441175,0.466483963493246,-0.3151394434663656,24,24,163
0.35470304370441175,0.489502995769823,-0.38003607371845793,24,24,164
0.35470304370441175,0.493604410171687,-0.3915990260941412,24,24,165
0.35470304370441175,0.48789758964113383,-0.37551001690224695,24,24,166
0.35470304370441175,0.48802878260624144,-0.37587988394296207,24,24,167
0.35470304370441175,0.5007962206884474,-0.41187460772335793,24,24,168
0.35470304370441175,0.4926399386930943,-0.38887993051345476,24,24,169
0.35470304370441175,0.48362913193321283,-0.36347612606403334,24,24,170
0.35470304370441175,0.5065540458942206,-0.4281074123411029,24,24,171
0.35470304370441175,0.49773857951062805,-0.4032543231442174,24,24,172
0.35470304370441175,0.48537196044695224,-0.3683896122736182,24,24,173
0.35470304370441175,0.5000544730128699,-0.4097834283868883,24,24,174
0.35470304370441175,0.4867289712525229,-0.3722153781633,24,24,175
0.35470304370441175,0.49473355874680236,-0.39478238917815334,24,24,176
0.35470304370441175,0.48851023449952585,-0.37723722186782527,24,24,177
0.35470304370441175,0.48947933181489567,-0.3799693588837608,24,24,178
0.35470304370441175,0.49745312573940415,-0.402449554828043,24,24,179
0.35470304370441175,0.4941906220609236,-0.3932517096547738,24,24,180
0.35470304370441175,0.48389895820664897,-0.3642368364053322,24,24,181
0.35470304370441175,0.5014232417226454,-0.41364234286216467,24,24,182
0.35470304370441175,0.48300926710622644,-0.361728566131892,24,24,183
0.35470304370441175,0.490377015359306,-0.3825001619325173,24,24,184
0.35470304370441175,0.49076675203198866,-0.3835989308311779,24,24,185
0.35470304370441175,0.4939549531786941,-0.3925872978702899,24,24,186
0.35470304370441175,0.48407017284653375,-0.3647195349412587,24,24,187
0.35470304370441175,0.4987884994815684,-0.4062143202166284,24,24,188
0.35470304370441175,0.4889099488461185,-0.37836412042053613,24,24,189
0.35470304370441175,0.47792306731827305,-0.3473892479945717,24,24,190
0.35470304370441175,0.471309320476722,-0.32874337799447517,24,24,191
0.35470304370441175,0.5007502955915368,-0.41174513294797693,24,24,192
0.35470304370441175,0.5025358207655837,-0.41677899213170244,24,24,193
0.35470304370441175,0.5092929192238366,-0.4358290075690773,24,24,194
0.35470304370441175,0.48077431912090196,-0.35542766732374154,24,24,195
0.35470304370441175,0.48891753823460654,-0.37838551687772126,24,24,196
0.35470304370441175,0.49650277946615395,-0.399770281869669,24,24,197
0.35470304370441175,0.492475834125955,-0.38841727711915225,24,24,198
0.35470304370441175,0.4890269607390394,-0.37869400733579595,24,24,199
0.35470304370441175,0.49571444784610635,-0.3975477702954392,24,24,200
0.35470304370441175,0.4847223806344094,-0.36655827807992536,24,24,201
0.35470304370441175,0.46255288715784865,-0.3040567183384885,24,24,202
0.35470304370441175,0.4789400238503884,-0.35025631257201256,24,24,203
0.35470304370441175,0.49084820369245163,-0.38382856421580386,24,24,204
0.35470304370441175,0.5162751556625317,-0.455513745443821,24,24,205
0.35470304370441175,0.48659289462275146,-0.3718317428035628,24,24,206
0.35470304370441175,0.48439803576412904,-0.36564386565511775,24,24,207
0.35470304370441175,0.5087044869223056,-0.4341700640895246,24,24,208
0.35470304370441175,0.4997092601621551,-0.40881018370562067,24,24,209
0.35470304370441175,0.49655354857872064,-0.3999134131832221,24,24,210
0.35470304370441175,0.48352414309184005,-0.36318013525359,24,24,211
0.35470304370441175,0.4904315425008752,-0.38265388810582474,24,24,212
0.35470304370441175,0.4918911514323463,-0.3867689047581416,24,24,213
0.35470304370441175,0.4700884148033143,-0.3253013278201746,24,24,214
0.35470304370441175,0.48481037480478795,-0.3668063564991561,24,24,215
0.35470304370441175,0.49739753378420704,-0.4022928266685761,24,24,216
0.35470304370441175,0.48731718069950736,-0.37387369335800874,24,24,217
0.35470304370441175,0.48134290435653027,-0.35703065677004053,24,24,218
0.35470304370441175,0.4819688002553716,-0.35879521986006835,24,24,219
0.35470304370441175,0.4710570802472879,-0.3280322472784829,24,24,220
0.35470304370441175,0.4785122606749978,-0.3490503370863692,24,24,221
0.35470304370441175,0.4978166462569869,-0.403474413576889,24,24,222
0.35470304370441175,0.48905006111216637,-0.3787591332870303,24,24,223
0.35470304370441175,0.49371001741475,-0.3918967603395542,24,24,224
0.35470304370441175,0.49237384093300685,-0.3881297318196167,24,24,225
0.35470304370441175,0.49060380403538967,-0.38313953810960094,24,24,226
0.35470304370441175,0.4930058371945372,-0.38991149341638787,24,24,227
0.35470304370441175,0.4818623295746958,-0.358495051359782,24,24,228
0.35470304370441175,0.4554600712329912,-0.2840602281736954,24,24,229
0.35470304370441175,0.4953841865277803,-0.39661667786703236,24,24,230
0.35470304370441175,0.4953898738554475,-0.39663271192078,24,24,231
0.35470304370441175,0.48037615387826715,-0.35430513609740505,24,24,232
0.35470304370441175,0.4709559109914088,-0.32774702487152957,24,24,233
0.35470304370441175,0.4874174626909265,-0.3741564143360185,24,24,234
0.35470304370441175,0.4786533968983975,-0.3494482367545696,24,24,235
0.35470304370441175,0.48688455560770705,-0.3726540108673199,24,24,236
0.35470304370441175,0.4865344543665411,-0.3716669845438082,24,24,237
0.35470304370441175,0.47729998185371275,-0.345632608248679,24,24,238
0.35470304370441175,0.499641249026295,-0.4086184426504838,24,24,239
0.35470304370441175,0.4811233420451402,-0.3564116535917846,24,24,240
0.35470304370441175,0.4838846895717454,-0.36419660941783716,24,24,241
0.35470304370441175,0.47930298554382855,-0.3512795958504685,24,24,242
0.35470304370441175,0.4915902086263309,-0.3859204688302385,24,24,243
0.35470304370441175,0.48644649227147824,-0.37141899655322264,24,24,244
0.35470304370441175,0.46906411958963234,-0.3224135735934712,24,24,245
0.35470304370441175,0.46782292401478653,-0.3189143209175338,24,24,246
0.35470304370441175,0.5016811053469525,-0.41436932738875365,24,24,247
0.35470304370441175,0.47902860846471523,-0.3505060556060775,24,24,248
0.35470304370441175,0.4551703489311465,-0.28324342576112255,24,24,249
0.35470304370441175,0.47001046970680244,-0.3250815803500152,24,24,250
0.35470304370441175,0.4996207487019476,-0.4085606469120169,24,24,251
0.35470304370441175,0.4794971255179822,-0.35182692685762895,24,24,252
0.35470304370441175,0.5123146230587948,-0.44434797544541826,24,24,253
0.35470304370441175,0.49930612309620914,-0.4076736356181396,24,24,254
0.35470304370441175,0.4908653231031423,-0.3838768282806167,24,24,255
0.35470304370441175,0.5232722838015617,-0.47524046688932675,24,24,256
0.35470304370441175,0.49169355967617295,-0.38621184228100647,24,24,257
0.35470304370441175,0.46638117517239674,-0.3148496564947744,24,24,258
0.35470304370441175,0.48544669854082617,-0.3686003183704517,24,24,259
0.35470304370441175,0.49542493246015834,-0.39673155123251713,24,24,260
0.35470304370441175,0.48528952910560075,-0.36815721691413494,24,24,261
0.35470304370441175,0.49378806853755786,-0.39211680672537796,24,24,262
0.35470304370441175,0.48785045045904396,-0.3753771193054359,24,24,263
0.35470304370441175,0.4845531578071972,-0.3660811949812158,24,24,264
0.35470304370441175,0.4922977672431554,-0.3879152603308553,24,24,265
0.35470304370441175,0.5023678139945641,-0.4163053374112214,24,24,266
0.35470304370441175,0.4877387067296351,-0.37506208471130936,24,24,267
0.35470304370441175,0.5121097511889107,-0.4437703884370167,24,24,268
0.35470304370441175,0.4872649868629228,-0.3737265453774347,24,24,269
0.35470304370441175,0.492731548356171,-0.38913820194557996,24,24,270
0.35470304370441175,0.4807917315173145,-0.3554767573913956,24,24,271
0.35470304370441175,0.49515359408273296,-0.3959665778773646,24,24,272
0.35470304370441175,0.49320902558019114,-0.3904843342455273,24,24,273
0.35470304370441175,0.4866551145560871,-0.37200715695475206,24,24,274
0.35470304370441175,0.5000882417744096,-0.4098786312957414,24,24,275
0.35470304370441175,0.4823923235092686,-0.3599892419058728,24,24,276
0.35470304370441175,0.5013860232400383,-0.4135374142936969,24,24,277
0.35470304370441175,0.4888598266481684,-0.37822281292729726,24,24,278
0.35470304370441175,0.4925616961431308,-0.3886593444447637,24,24,279
0.35470304370441175,0.49123994503729607,-0.3849329848059212,24,24,280
0.35470304370441175,0.4981640817565954,-0.40445392448263134,24,24,281
0.35470304370441175,0.5007097396768875,-0.4116307952918187,24,24,282
0.35470304370441175,0.4952577166389558,-0.3962601264049876,24,24,283
0.35470304370441175,0.4716144886063482,-0.32960372620699424,24,24,284
0.35470304370441175,0.5038328163206456,-0.4204355594436614,24,24,285
0.35470304370441175,0.48449683996496595,-0.36592242035767975,24,24,286
0.35470304370441175,0.49747534500689555,-0.4025121967136591,24,24,287
0.35470304370441175,0.5091764172324178,-0.43550055819857836,24,24,288
0.35470304370441175,0.5030709319774095,-0.4182876096113758,24,24,289
0.35470304370441175,0.49864989244255853,-0.40582355097607636,24,24,290
0.35470304370441175,0.4801087218403069,-0.35355117572771866,24,24,291
0.35470304370441175,0.49337131221321817,-0.39094186241143236,24,24,292
0.35470304370441175,0.4731618423205219,-0.33396611818991495,24,24,293
0.35470304370441175,0.49357658157913703,-0.39152057006438934,24,24,294
0.35470304370441175,0.5072081569614986,-0.4299515213187047,24,24,295
0.35470304370441175,0.4936559282472802,-0.391744268928979,24,24,296
0.35470304370441175,0.488893001381403,-0.37831634111608337,24,24,297
0.35470304370441175,0.48760099364520537,-0.37467383576088736,24,24,298
0.35470304370441175,0.49891924604414184,-0.4065829287326647,24,24,299
