gauge_id,model_type,delta_512_minus_128_eval_nse,delta_512_minus_128_eval_kge,delta_512_minus_128_beta_de_distance
1001,rrmpg_hbvedu,0.01232236493159189,0.01903547315817944,0.0005787753932772199
2001,rrmpg_hbvedu,0.004383426100869059,0.005582135560348256,0.13840839229984614
4001,rrmpg_gr4j,0.07505863857362632,0.0196766623039466,0.026736746104414788
4001,rrmpg_hbvedu,0.08243738255155308,0.03618977752853825,0.0154065754603393
4003,rrmpg_hbvedu,0.033857754579301624,0.005216778036537417,-0.03593430534692277
5003,rrmpg_gr4j,-0.017987410439488427,0.01214788519055443,0.06005943009053659
5003,rrmpg_hbvedu,-0.004088488907578514,-0.0017681944347428535,0.031542527294368905
6007,rrmpg_gr4j,-0.09469383999630404,-0.02786867952852945,0.26985587617946893
6007,rrmpg_hbvedu,0.03705411782796275,0.016537493020289395,-0.07929472951661887
6008,rrmpg_hbvedu,0.009883759276797188,-0.02003688081880095,-0.04087198081413623
7002,rrmpg_hbvedu,0.01706577890043187,0.000830698647822592,-0.08343371092249818
7003,rrmpg_gr4j,0.07582932766413619,0.0366168320289143,-0.20456648641407005
7003,rrmpg_hbvedu,-0.00789134069978309,-0.00802863507202023,-0.012305799605778489
7005,rrmpg_gr4j,0.037918206238697905,-0.02344375115468808,-0.176346574973822
7005,rrmpg_hbvedu,-0.03697639359460653,-0.02844587257939346,-0.12338401899261053
7006,rrmpg_gr4j,-0.1862055036787247,-0.13929420449506139,0.003280837060699593
7006,rrmpg_hbvedu,-0.01495697196882162,-0.0038139660508147433,0.03575958842233229
8005,rrmpg_gr4j,-0.08590724054783719,-0.022417619636678376,0.2628920787336022
8005,rrmpg_hbvedu,0.048466103248152204,0.022538430581283797,-0.09254458714745195
8006,rrmpg_hbvedu,-0.004607300348976107,0.004312751536837078,-0.07000822818666919
8011,rrmpg_gr4j,0.060943100410597806,0.12530751805391313,0.0520171221620951
8011,rrmpg_hbvedu,0.032154607972523286,0.014951228353627333,0.029438220358956796
9002,rrmpg_gr4j,0.1606943033479854,0.14234999287331523,0.11614454912726149
9002,rrmpg_hbvedu,-0.007982087916588665,-0.002212934780054021,-0.02983139828176179
9003,rrmpg_gr4j,0.14755454960699038,0.16558496085019347,-0.16611672768423363
9003,rrmpg_hbvedu,0.0217524830220574,-0.0020992306341289235,-0.23738734875759732
9004,rrmpg_gr4j,-0.07347095855418861,-0.0013488166972684956,0.030948614906110894
9004,rrmpg_hbvedu,-0.05735834867893619,-0.01860368878105856,-0.2679786022515878
9005,rrmpg_hbvedu,0.0043128949572948105,-0.0008622363135039057,-0.010556039617528934
10002,rrmpg_gr4j,0.14829578647288072,0.14035849580062026,-0.07028072485150952
10002,rrmpg_hbvedu,0.011643440006856909,0.020777296355194208,0.09703012687414586
10003,rrmpg_gr4j,-0.07050480701707462,-0.059075284435937125,0.1437557375861862
10003,rrmpg_hbvedu,0.052157376900630936,0.01897754061546708,-0.04877056313565972
11001,rrmpg_gr4j,-0.004284640799138317,0.05312405201986725,-0.5832696936842565
11001,rrmpg_hbvedu,0.02769471531363421,0.013479155263488418,0.008301348945987996
11003,rrmpg_gr4j,0.06446347938409622,0.022114472028448906,-0.23812628138389869
11004,rrmpg_gr4j,0.1055975866244575,0.05543975768978482,0.0157172008418682
11004,rrmpg_hbvedu,-0.05254091967528973,-0.022738355135864308,-0.018149914706015124
12001,rrmpg_gr4j,0.08462650424156837,0.0938913185091646,0.022069349968450114
12001,rrmpg_hbvedu,-0.026924322822411084,0.007991254544194415,0.0830605849162439
12002,rrmpg_gr4j,-0.1170579141632804,-0.0608618083937989,0.2171033075897853
12002,rrmpg_hbvedu,-0.0030814553846291726,0.009057150045473805,0.1507680949349075
12005,rrmpg_gr4j,-0.01223305681238318,-0.0035501254243202607,0.0671296334225426
12006,rrmpg_hbvedu,-0.06633843691423968,-0.01971944166682904,0.07833115497647264
12007,rrmpg_gr4j,-0.1755496522705174,-0.1984443289203523,0.10002048112444129
12008,rrmpg_gr4j,0.10274432267859573,0.10401661862043299,-0.01742841307948989
12008,rrmpg_hbvedu,3.2585944550189705e-05,-0.0005115301397057848,0.07038052458988159
12009,rrmpg_gr4j,0.0637115810484189,0.1090641415845478,-0.11969886390752699
12009,rrmpg_hbvedu,-0.017098774358382418,-0.003729848945219605,0.19521493698276238
13001,rrmpg_gr4j,0.07712575896608101,0.07226488372179868,0.2385093949051758
13001,rrmpg_hbvedu,-0.010414803805312511,-0.02113136271827809,0.015918537884817452
13004,rrmpg_gr4j,0.06947067555404418,0.03919156094196008,0.07573768827596039
13004,rrmpg_hbvedu,-0.0012056558849963261,0.0042257573533969195,-0.0009145712434565079
13005,rrmpg_gr4j,-0.058075852135655026,0.008519085684121575,0.09043453556145442
13007,rrmpg_gr4j,-0.11002983300921276,0.051416957757212,0.09183630788283721
13007,rrmpg_hbvedu,0.015859390608189472,-0.008577911962631468,-0.14698423278779527
13008,rrmpg_gr4j,0.2280973505106827,0.028637955091175282,0.058465857271405075
13008,rrmpg_hbvedu,0.07737713571436988,0.0026513315212983724,0.10058075048026688
14001,rrmpg_gr4j,-0.02763958249609677,-0.019912481887259803,-0.0038667840760663874
14001,rrmpg_hbvedu,-0.03608545717554018,-0.012508819216718647,-0.1776950878686094
14002,rrmpg_gr4j,0.09399167379823829,0.2554687712444861,-0.16161480542346174
14002,rrmpg_hbvedu,-0.07442582493110719,-0.021656573642527155,0.040896398779211585
14005,rrmpg_gr4j,0.22790083213379048,0.24900113817301184,-0.014684587669802074
14005,rrmpg_hbvedu,0.006263154908902835,0.003683890041527027,-0.6270505359770787
15006,rrmpg_gr4j,0.018804599772537678,-0.06226966506094467,-0.024517707869873895
15006,rrmpg_hbvedu,0.030978253281532142,0.009588873280022003,-0.12168364518975888
15007,rrmpg_gr4j,0.08489730637875037,0.023933757129678046,-0.07263165308285191
15007,rrmpg_hbvedu,-0.0243072046563807,-0.01073867537082518,-0.011994924774137494
15010,rrmpg_gr4j,0.08863399905559538,0.03197653337104489,-0.06597817515249177
15010,rrmpg_hbvedu,0.014909767870048607,0.0066252641286743685,0.22743783211425372
15011,rrmpg_gr4j,0.06584615529583043,0.08815765659793862,-0.0803315797215416
15011,rrmpg_hbvedu,0.019900126328194878,0.01220551268799297,0.09749284774156022
15012,rrmpg_gr4j,-0.12083102331456552,-0.01077683333718138,0.33002462720656534
15012,rrmpg_hbvedu,0.025923221449492218,0.013000211152624841,0.05133159262318793
15013,rrmpg_gr4j,-0.15531518253520937,-0.16028002724411772,0.11313271553951751
15013,rrmpg_hbvedu,-0.0019167478702674101,0.010955874768242502,0.050593770041540476
15014,rrmpg_gr4j,-0.0181322452017105,-0.0412780267135851,-0.08998252750015459
15014,rrmpg_hbvedu,0.03178216208640677,0.008289376674992799,0.14024112169119418
15016,rrmpg_gr4j,0.026012798905719725,0.011243994964726056,-0.17048044480149205
15016,rrmpg_hbvedu,0.028747574584769064,0.012790031111014843,0.06341422888257653
15021,rrmpg_gr4j,0.0426283394040291,-0.0002406453777846762,0.1935077325206856
15021,rrmpg_hbvedu,0.0024855126775068515,0.029363643426536745,0.0579986812050782
15023,rrmpg_gr4j,-0.0755628007260288,-0.0654821740288522,0.1366550932685541
15023,rrmpg_hbvedu,-0.020055670545330195,-0.016539768242005315,-0.1369705638666469
15024,rrmpg_gr4j,-0.05610486055800529,0.025305373721431046,0.11348121110495923
15024,rrmpg_hbvedu,0.01235524723876752,0.009705234734263324,0.09755984623238811
15025,rrmpg_gr4j,-0.07846448688915311,-0.15232671088782151,0.16681501951952848
15025,rrmpg_hbvedu,0.02906293902786311,0.01510796208865689,0.025055462326726702
15030,rrmpg_gr4j,-0.015579163597953916,-0.03416294011508891,0.044820101292522674
15030,rrmpg_hbvedu,0.006499706121267934,0.004450637186038775,0.0744075969851965
16001,rrmpg_gr4j,-0.056454694565488295,-0.009481116594897587,-0.13546462661268618
16001,rrmpg_hbvedu,0.013490779517046303,0.007388377998700069,-0.2467454448017158
16003,rrmpg_hbvedu,-0.007040285640728505,-0.021237726134737622,-0.017463411909092313
16004,rrmpg_gr4j,-0.1362526118295153,-0.08446977343972462,-0.057647601870498694
16004,rrmpg_hbvedu,0.0009619598608242574,0.0008210524602845215,0.015891009242283483
17001,rrmpg_hbvedu,0.011927877117392904,0.013748909826389877,0.12618011000537094
17003,rrmpg_gr4j,-0.04195170143013921,-0.05607629396961372,-0.343374819273574
17003,rrmpg_hbvedu,-0.0014672382388971061,0.0015640267196100899,0.010633638266380863
17004,rrmpg_gr4j,-0.4620886999966609,-0.38067670947667454,0.044860057960345895
17004,rrmpg_hbvedu,0.017582524263737742,0.009882308680872587,-0.13571062799468603
17005,rrmpg_hbvedu,0.018692641162345203,0.03460614514865934,0.1196086535604527
17015,rrmpg_gr4j,-0.24522987559619278,-0.13277883844068372,-0.34155522546199896
17015,rrmpg_hbvedu,0.01426105111300624,0.025383942699026107,0.027114327904667723
17018,rrmpg_gr4j,-0.09795593844521988,-0.03722402741769626,-0.1036455467983613
17018,rrmpg_hbvedu,0.0383321654998868,0.015169639787660394,0.0713337166687657
18001,rrmpg_hbvedu,-1.626061696652359e-05,-0.009297864085274554,0.04045892172392873
18002,rrmpg_gr4j,0.054851645507982105,0.03621248519359932,-0.5871998991055563
18002,rrmpg_hbvedu,-0.009534360060587721,-0.0018100221568286834,0.0958583720595885
18003,rrmpg_gr4j,-7.514458847179828e-05,0.0012417245786638942,0.08869654432458973
18003,rrmpg_hbvedu,-0.001784758703891165,-0.01714828515630229,0.020954890611589283
18008,rrmpg_gr4j,0.044815409662979866,-0.023319828100055284,-0.16668284118841692
18008,rrmpg_hbvedu,0.0071777361663302175,0.010215306383978495,-0.012771385845607774
