gauge_id,model_type,delta_512_minus_128_eval_nse,delta_512_minus_128_eval_kge,delta_512_minus_128_beta_de_distance
18010,rrmpg_gr4j,-0.017709100076689688,-0.0143358216449756,-0.10499415100973541
18010,rrmpg_hbvedu,-0.004192227703002538,0.0021460726906775696,0.007453151939256886
18011,rrmpg_gr4j,0.11140970455161053,0.05115607340863981,0.1562651593638309
18011,rrmpg_hbvedu,0.005624898472213813,-0.0010448633383505213,0.05101875419392288
18014,rrmpg_gr4j,-0.059705757084245026,-0.014640624841881889,0.24797635124922862
18014,rrmpg_hbvedu,0.016450546771294372,0.005491185521375286,-0.1713173497260166
19001,rrmpg_hbvedu,0.025176176289309793,0.018349310498417593,-0.05102277303235747
19006,rrmpg_gr4j,-0.3966554907055509,-0.3552496021983586,-0.7661191373819897
19006,rrmpg_hbvedu,0.016570510137083105,0.014587271801815183,-0.0072744205815375995
19010,rrmpg_gr4j,-0.008155051911034661,0.020804378653259126,0.0430438613344494
19010,rrmpg_hbvedu,-0.01859274924600668,0.003152833177986869,-0.032499886711313986
19017,rrmpg_gr4j,-0.09912443707194019,-0.19950241821672368,0.0014997983328670084
19017,rrmpg_hbvedu,0.019142189540853394,0.032880433684720045,0.08029300781639581
19020,rrmpg_hbvedu,0.001734225722739624,-0.032263805667100076,0.016152535109144717
20002,rrmpg_hbvedu,0.03192288074852723,0.05301457682175115,-0.17476942219612968
20003,rrmpg_gr4j,0.021310206351819905,0.011530190163716147,0.3737986048813557
20003,rrmpg_hbvedu,-0.021897855987788095,-0.06042412134521974,-0.24930239800390064
20007,rrmpg_gr4j,-0.2961749603096574,-0.3190507748515344,-0.5890313479069305
21003,rrmpg_gr4j,-0.06424747434679046,-0.034881974824552464,-0.48682648774089415
21003,rrmpg_hbvedu,0.018517606851434387,0.0077270032336487215,0.019239473226075
21006,rrmpg_gr4j,-0.08895731136018792,-0.06014618634860169,0.16284195007524577
21006,rrmpg_hbvedu,0.0011057624999950555,0.003240502052987315,0.07145305048489209
21008,rrmpg_gr4j,0.034122818233711605,0.03317195203592188,0.021378733797337707
21008,rrmpg_hbvedu,0.0005596989501004401,-0.030550500281559367,-0.1058548102369608
21009,rrmpg_gr4j,0.2932071233662008,0.23049098951532582,0.34910441909441037
21009,rrmpg_hbvedu,0.017003712427105744,0.003714294042865718,-0.006665964670290625
21011,rrmpg_gr4j,-0.18659461110833542,-0.20242418874476464,0.03499710048277438
21011,rrmpg_hbvedu,-0.004057487433198836,0.002244341062516364,0.0613829767304761
21012,rrmpg_gr4j,0.03908968108831101,0.03283282595228065,-0.1508002366875158
21012,rrmpg_hbvedu,0.021606752199454515,0.009853887258114424,0.1563981707350802
21013,rrmpg_gr4j,0.2068818787605574,0.16476387446788904,0.2277508302866789
21013,rrmpg_hbvedu,-0.014391793100042793,-0.004371446146045899,-0.003779913061856488
21015,rrmpg_gr4j,-0.5605456018294657,-0.5376912427914061,0.2118045021505689
21015,rrmpg_hbvedu,-0.012189204086856364,0.007038149728800902,0.06364295624062966
21016,rrmpg_gr4j,-0.05348106100297789,-0.07591001651329249,-0.1901199249232535
21016,rrmpg_hbvedu,0.013115376951001512,0.035550155995111576,-0.032428609950981846
21017,rrmpg_hbvedu,-0.001564581621651906,-0.009595789206249039,-0.038746965349699514
21018,rrmpg_gr4j,-0.0524441135971781,-0.06183127651344128,-0.022942945658313896
21018,rrmpg_hbvedu,-0.023020499288569307,-0.0004141391908608627,0.12110690645802552
21022,rrmpg_gr4j,0.41597066704258634,0.30938503866354483,0.2343279112802524
21022,rrmpg_hbvedu,-0.004251415446611395,-0.008266324957278748,0.0011543931858482015
21023,rrmpg_gr4j,-0.2573295772970673,-0.4517696470628805,-0.09487745372928691
21023,rrmpg_hbvedu,0.0016488368265392128,0.0009606599269674221,0.004922240096696839
21024,rrmpg_gr4j,-0.11402946713540268,-0.1947816866548549,0.002576735620570203
21024,rrmpg_hbvedu,0.017155662908396985,0.0178976131003577,-0.018924080147670386
21026,rrmpg_hbvedu,0.009711999130027404,0.018890000215482372,-0.0034117800792732023
21027,rrmpg_gr4j,0.3509164899260864,0.405860704002933,0.2671436275611253
21027,rrmpg_hbvedu,0.0037432768308969244,0.023937650144432054,-0.058720282627766796
22001,rrmpg_gr4j,0.002360593883329154,0.012410295528198612,-0.2702628383733018
22001,rrmpg_hbvedu,0.013785006344841477,0.011547669547576134,0.05287715027784334
22006,rrmpg_hbvedu,-0.012104041901065676,-0.01855873761441562,-0.008892140095006579
22007,rrmpg_gr4j,0.0746240638438494,-0.10538374275840962,0.05898792222947835
22007,rrmpg_hbvedu,0.014860420232013727,0.0035245005815179864,-0.06465566960674773
22009,rrmpg_gr4j,-0.08724199532042742,-0.1162439153126914,0.3382618423175139
22009,rrmpg_hbvedu,0.004516235225513254,0.011389839736402951,0.1198961625060202
23001,rrmpg_gr4j,-0.09135859632069909,-0.034830321219075644,-0.1689705693534691
23001,rrmpg_hbvedu,0.000551944421104622,0.007536091845388615,-0.013715367970371983
23004,rrmpg_hbvedu,-0.014360924345858894,-0.019116087728060283,-0.05594130143517839
23006,rrmpg_hbvedu,0.009904299280949547,0.02205641923038265,0.027168671135217093
23007,rrmpg_gr4j,-0.03594660993550203,-0.034083161793513284,0.05162990950525942
23007,rrmpg_hbvedu,-0.01383248085835237,-0.0016593486237633237,-0.18735711344181039
23008,rrmpg_gr4j,0.17719097082902746,0.17159902103245694,0.5713198641196522
23008,rrmpg_hbvedu,0.017134044357410283,-0.006962469012001371,-0.10759916970328776
23011,rrmpg_hbvedu,0.00446859766005131,0.016185924648791705,0.036164468076580386
23016,rrmpg_gr4j,0.1475869685577705,0.1872115609218548,-0.037863230491449185
23016,rrmpg_hbvedu,0.00837036295324578,-0.03127410337154013,0.06671320054864338
24001,rrmpg_gr4j,-0.1667364645581166,-0.1849426136145777,0.04393896461047103
24001,rrmpg_hbvedu,-0.0013439741892973256,0.022668550636056106,0.03655573421806818
24003,rrmpg_gr4j,0.007709775168066313,0.04121642307568549,-0.0421982029493684
24003,rrmpg_hbvedu,0.007484444098233789,-0.0019078554785408874,-0.018625360557512405
24004,rrmpg_gr4j,-0.18836945103437158,-0.16345831357086094,-0.004845964807971281
24004,rrmpg_hbvedu,0.014213523980293408,-0.021178874367472678,-0.031056784689201977
24005,rrmpg_gr4j,-0.048440353572436395,-0.062340838427370295,0.4006721611559893
25001,rrmpg_gr4j,0.02033364000741872,0.05731036269539058,0.16765420632160072
25001,rrmpg_hbvedu,0.0214886079082674,0.02792611047499216,-0.07919389826218298
25006,rrmpg_gr4j,0.21388252224518328,0.2690058287620045,0.043523943670120496
25006,rrmpg_hbvedu,0.018019973517833576,0.016113877627398687,0.024588985469607527
25012,rrmpg_hbvedu,0.007717450541130766,0.027966660558130296,0.05033931479352011
25020,rrmpg_gr4j,-0.1825978088919679,-0.3821638008624606,0.22630755291928994
25021,rrmpg_gr4j,-0.18773201430599828,-0.2882184699504527,0.2645115701731361
26003,rrmpg_gr4j,0.0665000478185781,0.18196242070117508,0.2542989978109589
26003,rrmpg_hbvedu,0.0212435010421302,0.023039981690880285,-0.5351204959710596
26005,rrmpg_gr4j,0.024314042832132496,0.028101553376146206,0.30761877991947384
26005,rrmpg_hbvedu,-0.0036108527914207045,-0.0080192099818025,0.4522530986289386
26006,rrmpg_gr4j,-0.03933464896933997,-0.07428545308080609,0.44958661694681856
26006,rrmpg_hbvedu,0.010612361242810842,-0.006029462853999967,-0.15281970279508617
26008,rrmpg_gr4j,0.1224374109626849,0.18880509213673524,-0.8057723438375636
26008,rrmpg_hbvedu,-0.015152879028566296,0.03320139956505219,-1.091693598611198
26009,rrmpg_gr4j,0.008722546945902021,0.007327763538597765,-0.678597017776365
26009,rrmpg_hbvedu,0.0576701921867373,0.0815774341066055,0.5169081647321907
27001,rrmpg_gr4j,0.20504415413516558,0.16847663790716366,0.021724276714110397
27001,rrmpg_hbvedu,0.016879044683135225,0.035213295193346095,-0.1782687532705782
27002,rrmpg_hbvedu,-0.005076503385142539,0.00980546599861809,-0.1487603284053869
27003,rrmpg_gr4j,-0.1195817085759146,-0.061013866266093286,-0.10807232291075902
27003,rrmpg_hbvedu,0.0043838681258223655,0.00926479518808454,-0.0022722442922304964
27006,rrmpg_gr4j,-0.0701693550103693,-0.0377535462591021,0.2413895027285437
27007,rrmpg_gr4j,0.13029179787249048,0.06043675501331108,-0.030268354857682103
27007,rrmpg_hbvedu,0.0013188340693499057,-0.011527658418943987,-0.10474319514940772
27009,rrmpg_gr4j,-0.22099123571619592,-0.22569205210285664,0.084509289462671
27009,rrmpg_hbvedu,0.005245538317841358,0.026425145868064326,0.14458968460850607
27021,rrmpg_gr4j,-0.05322295775799346,-0.053501917472507265,-0.013088523428147203
27023,rrmpg_gr4j,0.0776345113273623,0.0888603598649865,-0.32572090351715577
27023,rrmpg_hbvedu,0.014498885882314294,0.03001947501655472,-0.08400376614206678
27025,rrmpg_gr4j,0.0704036796559758,0.07501172433616371,-0.1316780664327391
27025,rrmpg_hbvedu,-0.003907147377230191,0.0030340792048978438,-0.016433956443110298
27026,rrmpg_gr4j,-0.10809038719687261,-0.12577152709236541,0.8105919956435753
27029,rrmpg_gr4j,0.06856569624172543,0.038173081403948594,-0.16632851088232067
27029,rrmpg_hbvedu,0.014291021393443959,-0.00794732592166808,0.148758219865197
27030,rrmpg_gr4j,0.07164056492430448,0.032033503120609985,0.020748960826960094
27030,rrmpg_hbvedu,-0.023156701323867157,-0.01409107399272802,-0.1803540968504042
27032,rrmpg_gr4j,-0.0411683921490093,-0.05255534476413459,-0.057855230109068
27034,rrmpg_gr4j,-0.042987693553902084,-0.012392658084510622,-0.09567989886872422
27034,rrmpg_hbvedu,0.017621154843561693,-0.008363468361907378,-0.0645657684260762
27035,rrmpg_gr4j,0.006031469726476307,0.027259066344373917,-0.1563708310749461
27035,rrmpg_hbvedu,0.002165013289104789,-0.00896336952366461,-0.06986731089607101
27038,rrmpg_gr4j,-0.0015790557123818993,0.0034632096560996972,0.0721203235763051
27038,rrmpg_hbvedu,0.011728116600415965,0.033962737558201006,-0.28155190397192253
27041,rrmpg_gr4j,0.01603404908403483,-0.02754563769102658,-0.1994973027109801
27041,rrmpg_hbvedu,-0.02442953584792429,-0.008841359500051271,-0.17488220666519633
27042,rrmpg_gr4j,-0.08745511978997961,-0.059462776150178254,0.0031995584613301875
27043,rrmpg_gr4j,-0.025871610000597234,-0.042118283963754055,-0.2796677720778858
27043,rrmpg_hbvedu,0.016173560317892077,0.0037471942185569596,-0.033980356303180026
27047,rrmpg_gr4j,-0.16476545207677482,-0.27813551796689107,-0.034038366929035085
27047,rrmpg_hbvedu,0.0020269445812439724,-0.003956852132667332,0.010640520271741394
27049,rrmpg_gr4j,0.11415077240792326,0.06198757805793742,0.040992044612166406
27049,rrmpg_hbvedu,0.015884864708662738,0.017932642246923924,-0.06527837426897776
27051,rrmpg_gr4j,-0.1069249479087388,-0.17442174441795083,0.2265970188146605
27062,rrmpg_gr4j,0.00879787019965067,0.014946693685735868,0.20016695259365158
27062,rrmpg_hbvedu,-0.008729703640948272,0.0011630999157414834,0.003962601651130326
27064,rrmpg_gr4j,0.04276101335917899,0.05802667128606809,0.05462879211237298
27064,rrmpg_hbvedu,0.009681017602961528,0.015401701541714719,-0.0286925769462945
27065,rrmpg_gr4j,-0.055293239384566706,-0.06835889544958096,0.4976717589558099
27071,rrmpg_gr4j,-0.0012820616168064958,-0.002234245697098125,-0.021117939308802347
27071,rrmpg_hbvedu,0.00017020942571077669,-0.020703381963335876,-0.0051980683663299665
27073,rrmpg_gr4j,0.07544861994942131,0.12114249609391092,0.6891560511954002
27073,rrmpg_hbvedu,0.10384451061475247,0.07531263689585788,0.008616111299955875
27077,rrmpg_gr4j,0.20727188449555267,0.19063666233651816,-0.26860776724043733
27077,rrmpg_hbvedu,-0.0478773721700452,-0.010320326603428187,-0.003209565866587799
27079,rrmpg_gr4j,0.1320468143743396,0.17509796092512003,-0.07218874828555502
27079,rrmpg_hbvedu,0.048102187106773,0.019029189731134988,-0.2767091704217575
27080,rrmpg_gr4j,-0.1467385500641792,-0.08131955894078408,-0.44426680170604294
27080,rrmpg_hbvedu,0.05665797321979088,0.025363853171058492,-0.2540260164476702
27084,rrmpg_gr4j,0.1888519089865369,0.19112680824462175,-0.2603630504806204
27084,rrmpg_hbvedu,0.006893941801914383,0.01974607736243389,0.3007643601237602
27087,rrmpg_gr4j,-0.052961679832810915,-0.0012535148714152289,-0.7785656592206766
27087,rrmpg_hbvedu,0.0991633935954857,0.0476477179189978,0.27949653070202657
27089,rrmpg_gr4j,-0.009720060483531884,-0.0639487813034823,0.23857380707991988
27089,rrmpg_hbvedu,0.005478878420486277,-0.020093843789661503,0.03717846633197763
27090,rrmpg_gr4j,0.00789938050218919,0.03283425237825749,0.0064413157226133055
27090,rrmpg_hbvedu,0.004146044319048581,0.028031649922021895,0.0004966392035564704
28001,rrmpg_gr4j,-0.03231376367358041,-0.0386465298506522,0.2775678094667711
28003,rrmpg_gr4j,0.0251567228955899,0.05204624455398331,-0.49393367982879255
28003,rrmpg_hbvedu,-0.008785908891230598,-0.025239979899376985,-0.03811487741133712
28008,rrmpg_gr4j,0.09623903637340975,0.04134931738794978,-0.38019768092806494
28008,rrmpg_hbvedu,-0.006582546814398682,-0.003173416730626877,-0.16016816058160566
28009,rrmpg_gr4j,0.1530053064240049,0.11816516455042225,-0.08511296793096879
28009,rrmpg_hbvedu,0.03482415686275253,-0.0033030103277589262,-0.08818401031593348
28012,rrmpg_gr4j,0.05474988038583889,-0.0032341597700042968,-0.033360694704794414
28012,rrmpg_hbvedu,0.024166937247763143,-0.0006302024838887865,-0.21721499981288472
28015,rrmpg_gr4j,-0.05435548473676083,-0.003789606983176541,-0.05333837083035098
28015,rrmpg_hbvedu,0.023241868951351108,0.010623913115921813,0.294598981799882
28018,rrmpg_gr4j,-0.1949176510384873,-0.11374119951306993,-0.3332091008197129
28018,rrmpg_hbvedu,-0.005543412599710973,0.001190919691425374,0.21043862676895028
28022,rrmpg_gr4j,0.11323341072406112,0.062385525400004305,0.2052085166716946
28022,rrmpg_hbvedu,0.04704178542494181,0.008308894299277503,-0.011790055064061278
28023,rrmpg_gr4j,-0.015921438837636387,0.025362247324023368,-0.3828911231592578
28024,rrmpg_hbvedu,0.010695688701986561,0.01716711949983729,0.0072237733668690934
28026,rrmpg_gr4j,-0.22180090450488826,-0.23505843939759985,-0.07606818993625192
28026,rrmpg_hbvedu,0.008846937229628038,0.01596609625890777,0.013936510412460704
28031,rrmpg_gr4j,0.07036647373681179,0.08347955892044301,0.20697194285670661
28031,rrmpg_hbvedu,-0.0035730215221619344,0.005211430273529771,0.0939246935793036
28033,rrmpg_gr4j,-0.1068500493784183,-0.13386146791925047,0.05238878779464984
28039,rrmpg_hbvedu,-0.006885650229599416,0.012676144062170935,0.082532280529583
28040,rrmpg_gr4j,0.0494265619953486,0.09832787423922329,-0.05969775450984051
28040,rrmpg_hbvedu,-0.010741199168651627,0.011686766888286182,0.3507617029844329
28043,rrmpg_gr4j,-0.101402789768482,-0.0972290068466834,0.022680268990122293
28044,rrmpg_gr4j,-0.03968026239037442,-0.04986182749373064,0.9093932258534068
28044,rrmpg_hbvedu,0.023189749887456812,0.03319669396530639,-0.287635893995839
28046,rrmpg_gr4j,-0.1211989186241583,-0.05522824115382652,0.1528140753592091
28046,rrmpg_hbvedu,-0.09648302157088562,-0.02608024710855028,-0.09074459385402511
28048,rrmpg_gr4j,0.19278113494934232,0.1690213460815228,-0.4478572437674027
28048,rrmpg_hbvedu,-0.0127002149738214,-0.02340390844422363,0.15977029744218962
28050,rrmpg_gr4j,-0.02850432663978547,-0.0033732839031562767,0.5168468411463027
28052,rrmpg_gr4j,0.15754004887825512,0.14405718100814807,-0.06724216370116043
28052,rrmpg_hbvedu,-0.029841061352394838,-0.017137152456028648,-0.146047691594528
28055,rrmpg_gr4j,0.11097525102528169,0.11725753543967748,0.04372143549897789
28055,rrmpg_hbvedu,-0.006492153070628448,-0.002148528839404973,-0.13585447862320033
28056,rrmpg_gr4j,-0.1660126637301791,-0.20913496572406862,-0.15371525568780192
28056,rrmpg_hbvedu,0.010465198183691071,0.02320154538355268,-0.15760625031243602
28060,rrmpg_gr4j,-0.09395577035825078,-0.11016471537718148,0.1404263870706629
28060,rrmpg_hbvedu,-0.014098529608972288,-0.010000786360961411,-0.02514478531832398
28066,rrmpg_gr4j,0.1167194279065672,0.1300326492546119,0.12753814678195913
28066,rrmpg_hbvedu,0.043500809251705075,0.04280736599151652,0.026694149793131894
28067,rrmpg_gr4j,0.045949160636450714,0.028912951658580766,-0.028845122318759603
28072,rrmpg_gr4j,0.11709055267281221,0.1595846216602082,-0.16802515135556595
28072,rrmpg_hbvedu,-0.0047305352917018095,-0.00033156624553587477,-0.06718136544599917
28074,rrmpg_gr4j,-0.05694240860167771,-0.03548091962699662,0.4575836061514291
28074,rrmpg_hbvedu,0.002908240130929829,0.011015616400122497,-0.008747073019086393
28080,rrmpg_gr4j,-0.15971011269438662,-0.2035996400529591,0.2670424861929555
28080,rrmpg_hbvedu,-0.022541517482445927,-0.004599375701141883,0.059421507921839006
28081,rrmpg_gr4j,-0.03389979139548441,0.1668107311578586,-0.3046031054291807
28081,rrmpg_hbvedu,-0.14849759769909698,-0.040289651108124436,0.1361802348701608
28082,rrmpg_gr4j,0.049190748122344696,0.04999095280718402,0.1441698950188688
28082,rrmpg_hbvedu,0.017968322298844486,0.024610340144061493,-0.0025431374160569953
28085,rrmpg_gr4j,0.012447091268289412,0.012837892790829142,0.21013613753259897
28091,rrmpg_gr4j,0.2675517927566173,0.209493637810792,-0.1637619969343006
28093,rrmpg_hbvedu,0.01594776480098581,0.04519101693568661,0.2942209381220354
28115,rrmpg_gr4j,-0.03181549180387581,-0.034841634897938706,0.034687451273701986
28115,rrmpg_hbvedu,0.0319814632258638,0.006411296415762824,0.053911422460567016
28116,rrmpg_gr4j,0.08413004210394359,0.11436182140769291,0.2068461809300174
