scenario_group,n_series,raw_weighted_beta_variance,de_weighted_beta_variance,variance_reduction_vs_raw,variance_ratio_de_over_raw,raw_bins_used,de_bins_used
ar1_fourier_pair,126,0.10063076407210164,0.053725851386921306,0.46610907824940195,0.533890921750598,24,24
arma_positive_ma,126,0.10145798621726079,0.19985165929389426,-0.9697972209495125,1.9697972209495125,24,24
arma_negative_ma,126,0.10120020962598937,0.2540593269585931,-1.510462457513999,2.510462457513999,24,24
seasonal_ar1_control,72,0.010513684258217047,0.029157251943683418,-1.7732668422960631,2.773266842296063,24,24
