gauge_id,model_type,model_label,n_eval_years,train_nse,eval_nse,eval_kge,obs_tau_eval_days,model_tau_eval_days,abs_log10_tau_error,beta_de_median_abs_distance,beta_raw_median_abs_distance,param_model_type,param_train_nse,param_calibration,param_intercept,param_slope,param_x1,param_x2,param_x3,param_x4,param_T_t,param_DD,param_FC,param_Beta,param_C,param_PWP,param_K_0,param_K_1,param_K_2,param_K_p,param_L,budget_samples
1001,rrmpg_gr4j,RRMPG GR4J,8.06570841889117,0.2059354695044498,0.134139226247412,0.3863084237342488,4.422390586852748,271.0166285633974,1.7873388414171874,,0.9262291937697628,rrmpg_gr4j,0.2059354695044498,latin_hypercube_n=512;train_nse_scaling,0.0,2.0719459131512177,934.6891789760484,-3.865705773174272,232.6692106952389,1.1792305373908332,,,,,,,,,,,,512
1001,rrmpg_hbvedu,RRMPG HBV-Edu,8.06570841889117,0.761390857707771,0.4128598125060727,0.5667991462860422,4.422390586852748,146.27753842815997,1.5195205464255683,0.7391828535369949,1.668936882118791,rrmpg_hbvedu,0.761390857707771,latin_hypercube_n=512;train_nse_scaling,0.0,1.0305599412302466,,,,,0.7084785708540455,4.885992518620625,139.92375524080666,2.3336316088435654,0.0230496826251904,127.94812431888803,0.1915229332481629,0.0998148018977043,0.0185867119282836,0.0120432530716615,4.255525470422803,512
10003,rrmpg_gr4j,RRMPG GR4J,11.811088295687885,0.6677060441557037,0.3530915765658221,0.6315849026973432,13.222616882562225,191.35926115507755,1.1605320707902926,0.3039519358981506,0.7851028741602647,rrmpg_gr4j,0.6677060441557037,latin_hypercube_n=512;train_nse_scaling,0.0,1.088850548696682,566.2693940816815,2.3153206087202047,186.5504679983485,2.003152066101412,,,,,,,,,,,,512
10003,rrmpg_hbvedu,RRMPG HBV-Edu,11.811088295687885,0.8259636005947508,0.5610249386529729,0.7200974811746996,13.222616882562225,98.80870504958322,0.8734777929339247,0.1474698971814518,2.100391080182868,rrmpg_hbvedu,0.8259636005947508,latin_hypercube_n=512;train_nse_scaling,0.3513579248196506,0.8640393940307274,,,,,0.9806769314698782,5.431517029626932,170.80464019638072,5.252119887268678,0.019689515940561,109.4503136616856,0.086932745257706,0.086205131785647,0.0187158703970656,0.0469019922749353,4.366111766107962,512
10002,rrmpg_gr4j,RRMPG GR4J,15.496235455167694,0.5700060004342271,0.3548778385254132,0.5459545367327048,9.369621400960744,187.354792579145,1.3009427642551654,0.1861757654589211,0.959697164689706,rrmpg_gr4j,0.5700060004342271,latin_hypercube_n=512;train_nse_scaling,0.0,1.4818401246701112,498.3240898396856,-1.486356258849832,189.5904495824089,1.8886991915981253,,,,,,,,,,,,512
10002,rrmpg_hbvedu,RRMPG HBV-Edu,15.496235455167694,0.7773030075462066,0.5172238080173167,0.6218313031501088,9.369621400960744,97.68574278694312,1.0181091404874931,0.5206767187991708,1.623918036188864,rrmpg_hbvedu,0.7773030075462066,latin_hypercube_n=512;train_nse_scaling,0.1715577479414907,0.9156678230245044,,,,,0.0147205752213239,6.367509991234291,161.4757120534232,2.401900325524962,0.0368523972566492,117.05735603060828,0.174773086494139,0.097374882258078,0.032248018618324,0.042685863639992,3.636112414564904,512
101002,rrmpg_gr4j,RRMPG GR4J,15.173169062286105,0.5806813436784699,0.4237199280476633,0.5134742378343585,17.994716206414683,84.90738547487682,0.673800466189121,1.2179695480043804,1.427704310051007,rrmpg_gr4j,0.5806813436784699,latin_hypercube_n=512;train_nse_scaling,0.20021099858447,0.6016959508955448,110.13342758205056,-3.627093707634629,254.27311039422983,1.2097822817434232,,,,,,,,,,,,512
101002,rrmpg_hbvedu,RRMPG HBV-Edu,15.173169062286105,0.6172144214426947,0.4632988747852856,0.5292171374333923,17.994716206414683,69.57336653745878,0.5872980168302417,1.2617010802830673,1.973837293567387,rrmpg_hbvedu,0.6172144214426947,latin_hypercube_n=512;train_nse_scaling,0.229222935994429,0.467919712356861,,,,,-0.0257260989597776,4.262169117242253,155.8361064642493,1.5462727061867876,0.0413741759240642,95.29270424341074,0.1791611600686865,0.0962813873539178,0.0145496950140165,0.0478787888560801,2.956566958299057,512
101005,rrmpg_gr4j,RRMPG GR4J,12.11772758384668,0.3997058169032635,0.3011703932037796,0.4403714184735208,12.739093304268954,191.1867104085499,1.1763191822138193,0.7718359523016141,1.621614618973534,rrmpg_gr4j,0.3997058169032635,latin_hypercube_n=512;train_nse_scaling,0.0,0.8532735833489306,1027.6549345081803,-0.6221157146783085,175.92446301245786,1.887981935800352,,,,,,,,,,,,512
101005,rrmpg_hbvedu,RRMPG HBV-Edu,12.11772758384668,0.6070797339230879,0.4363727054186922,0.5205357320320187,12.739093304268954,75.68053950036104,0.7738457008353741,1.1733503309260644,1.96499518229948,rrmpg_hbvedu,0.6070797339230879,latin_hypercube_n=512;train_nse_scaling,0.2555954484497789,0.4445190235588528,,,,,0.4790544336572286,4.926828199076613,194.64162030490465,3.732663847140954,0.046457845781981,158.85434403048174,0.1911588656147557,0.0965912000455614,0.0422614584133129,0.0355941653087401,2.996450092392528,512
