archive,attribute,label,n,spearman_rho,p_value,abs_rho
CAMELS-US,aridity,aridity,669,0.19151408714596774,6.021686969220245e-07,0.19151408714596774
CAMELS-US,runoff_ratio,runoff ratio,668,-0.11849979792467291,0.002156487428975383,0.11849979792467291
CAMELS-US,frac_snow,snow fraction,669,0.08923378664128276,0.020981057537828113,0.08923378664128276
CAMELS-US,p_seasonality,precip seasonality,669,0.08579747004885883,0.02648008134037835,0.08579747004885883
CAMELS-US,baseflow_index_x,BFI,669,-0.08502028137019582,0.027883417559612,0.08502028137019582
CAMELS-US,slope_mean,slope,669,-0.04839618667757851,0.21124082940247066,0.04839618667757851
CAMELS-US,elev_mean,elevation,669,0.037064890736546695,0.3384558225012321,0.037064890736546695
CAMELS-US,log10_area,log10 area,669,0.03647973519154855,0.3461421150625528,0.03647973519154855
CAMELS-US,log10_tau_acf,log10 tau_acf,671,0.03629619096342855,0.34785356476176815,0.03629619096342855
