series_id,scenario_group,target_tau_days,replicate,tau_acf_days,n_beta_rows,mean_beta_all,median_beta_all,n_beta_de_window,mean_beta_de_window,median_beta_de_window,de_window_min,de_window_max
two_timescale_ar_mix_32_05,two_timescale_ar_mix,32.0,5,27.49623738862572,125,1.4551622446338,1.4533154322395652,14,1.3592208528609417,1.4628063398555056,0.5,2.0
two_timescale_ar_mix_32_06,two_timescale_ar_mix,32.0,6,21.46866394161426,125,1.4456032303360762,1.4417972726794623,18,1.509589101046932,1.5880682064618696,0.5,2.0
two_timescale_ar_mix_32_07,two_timescale_ar_mix,32.0,7,21.035977220020314,125,1.455994839517797,1.469307229810283,18,1.4623980557576182,1.5061744362709368,0.5,2.0
two_timescale_ar_mix_32_08,two_timescale_ar_mix,32.0,8,37.49520887019837,125,1.4305999656762705,1.4190055428481347,10,1.116977216253335,1.108193798817259,0.5,2.0
two_timescale_ar_mix_32_09,two_timescale_ar_mix,32.0,9,30.569872257295177,125,1.4844658067015302,1.489999027300325,12,1.2877404956261118,1.3887431862774624,0.5,2.0
two_timescale_ar_mix_32_10,two_timescale_ar_mix,32.0,10,21.41224531222636,125,1.4627496017287993,1.4708606943487783,18,1.3855666346061994,1.442371069605385,0.5,2.0
two_timescale_ar_mix_32_11,two_timescale_ar_mix,32.0,11,18.15249833481677,125,1.4052194698069544,1.389729872737954,21,1.632489301507037,1.707190441837445,0.5,2.0
two_timescale_ar_mix_32_12,two_timescale_ar_mix,32.0,12,17.04453788855336,125,1.442032076576656,1.4532543968046867,23,1.5362664467467873,1.57191183652111,0.5,2.0
two_timescale_ar_mix_32_13,two_timescale_ar_mix,32.0,13,41.79509250541813,125,1.4686936642091002,1.4224715168919149,9,1.0660519245355895,1.0339884085602302,0.5,2.0
two_timescale_ar_mix_64_00,two_timescale_ar_mix,64.0,0,20.49974508875526,125,1.5023121023394266,1.439824718065911,18,1.8037394493206256,1.8259068097079805,0.5,2.0
two_timescale_ar_mix_64_01,two_timescale_ar_mix,64.0,1,31.47693111043173,125,1.5563203010491633,1.5389646262911887,12,1.674908764073078,1.6899319883957769,0.5,2.0
two_timescale_ar_mix_64_02,two_timescale_ar_mix,64.0,2,17.715372873035047,125,1.469200710070791,1.419874207834501,21,1.84196291902269,1.8820449855285102,0.5,2.0
two_timescale_ar_mix_64_03,two_timescale_ar_mix,64.0,3,26.790717024055095,125,1.4832837415839766,1.4492475689935191,15,1.7057222689717568,1.7372705914990154,0.5,2.0
two_timescale_ar_mix_64_04,two_timescale_ar_mix,64.0,4,17.93890180008708,125,1.4678317347813978,1.3913589289123738,21,1.8545489528411618,1.875253643523093,0.5,2.0
two_timescale_ar_mix_64_05,two_timescale_ar_mix,64.0,5,32.35389765797375,125,1.488019633310099,1.4226193283770616,12,1.5956604177045968,1.660827812278768,0.5,2.0
two_timescale_ar_mix_64_06,two_timescale_ar_mix,64.0,6,22.790071393133434,125,1.5070440889966503,1.4681706648947455,17,1.7966023110521654,1.8367620248939973,0.5,2.0
two_timescale_ar_mix_64_07,two_timescale_ar_mix,64.0,7,30.164520614516572,125,1.532486958792759,1.4972363606141332,12,1.6826847511734782,1.7511604678260049,0.5,2.0
two_timescale_ar_mix_64_08,two_timescale_ar_mix,64.0,8,19.103443725377534,125,1.5258254658471626,1.5028165114574188,20,1.866829079305592,1.9129998915615007,0.5,2.0
two_timescale_ar_mix_64_09,two_timescale_ar_mix,64.0,9,57.53654975999838,125,1.5698370989368922,1.5695094713856756,5,1.3794493572325142,1.4324518904867158,0.5,2.0
two_timescale_ar_mix_64_10,two_timescale_ar_mix,64.0,10,37.647297255014706,125,1.5546042193417888,1.5115265944377856,10,1.663685495164574,1.724261988929068,0.5,2.0
two_timescale_ar_mix_64_11,two_timescale_ar_mix,64.0,11,23.123139523032933,125,1.530401877898448,1.5011595146870116,17,1.7262811846322073,1.7776585428538196,0.5,2.0
two_timescale_ar_mix_64_12,two_timescale_ar_mix,64.0,12,29.936264936761788,125,1.558831174803895,1.5207963453453015,13,1.7351597392780287,1.7544328034395242,0.5,2.0
two_timescale_ar_mix_64_13,two_timescale_ar_mix,64.0,13,19.25568651793139,125,1.4985526298482617,1.4614891676126183,20,1.7573191893989606,1.792696769973904,0.5,2.0
two_timescale_ar_mix_128_00,two_timescale_ar_mix,128.0,0,39.72599011448228,125,1.5862257929250463,1.51976060756662,9,1.9269199026413801,1.963805351052346,0.5,2.0
two_timescale_ar_mix_128_01,two_timescale_ar_mix,128.0,1,48.199084644835914,125,1.5279459527960813,1.4559822629075674,7,1.9029429712159902,1.924294266563444,0.5,2.0
two_timescale_ar_mix_128_02,two_timescale_ar_mix,128.0,2,50.67693872214468,125,1.5381327919520396,1.4564434341510815,7,1.9083424624814005,1.9374513756970881,0.5,2.0
two_timescale_ar_mix_128_03,two_timescale_ar_mix,128.0,3,54.003431876171994,125,1.4623286004259128,1.408594153046266,6,1.8099226931714247,1.8750248343857572,0.5,2.0
two_timescale_ar_mix_128_04,two_timescale_ar_mix,128.0,4,67.78206845794053,125,1.578914550182271,1.506852993264897,4,1.645582169516347,1.63873262523441,0.5,2.0
two_timescale_ar_mix_128_05,two_timescale_ar_mix,128.0,5,23.244568877473547,125,1.536297800745933,1.464712510880342,17,1.9372723750027812,1.9356344637091236,0.5,2.0
two_timescale_ar_mix_128_06,two_timescale_ar_mix,128.0,6,57.13705127662308,125,1.531371424953377,1.4549413807527616,5,1.7670526278382597,1.7704048160238581,0.5,2.0
two_timescale_ar_mix_128_07,two_timescale_ar_mix,128.0,7,51.40451945584112,125,1.5229200033855166,1.462985401587455,6,1.8677771603997668,1.8744464317481166,0.5,2.0
two_timescale_ar_mix_128_08,two_timescale_ar_mix,128.0,8,47.37257853626362,125,1.5377727406396875,1.485609850058342,7,1.8207062386760526,1.847694532849755,0.5,2.0
two_timescale_ar_mix_128_09,two_timescale_ar_mix,128.0,9,48.0790142161984,125,1.5250134487742903,1.456112887734839,7,1.8370131059305448,1.8258189004980903,0.5,2.0
two_timescale_ar_mix_128_10,two_timescale_ar_mix,128.0,10,88.84314554620133,125,1.5428095642797481,1.5001633456549799,2,1.5948367202175775,1.5948367202175775,0.5,2.0
two_timescale_ar_mix_128_11,two_timescale_ar_mix,128.0,11,36.67503538246448,125,1.5507773199723809,1.5190542759676906,10,1.8437898547181555,1.8746751583639671,0.5,2.0
two_timescale_ar_mix_128_12,two_timescale_ar_mix,128.0,12,45.76098564874597,125,1.5639092295015764,1.4907816918001338,8,1.719043677211423,1.7124583291187188,0.5,2.0
two_timescale_ar_mix_128_13,two_timescale_ar_mix,128.0,13,37.24462840987349,125,1.5522442351382875,1.5061007506106436,10,1.8124821524403472,1.8181772335299513,0.5,2.0
arfima_fractional_2_00,arfima_fractional,2.0,0,52.18838988116593,125,0.4368060323940141,0.3976969357442687,6,0.654730173316067,0.6570774999764097,0.5,2.0
arfima_fractional_2_01,arfima_fractional,2.0,1,40.36406426906116,125,0.431205511602138,0.41194558777027973,9,0.4959132692531111,0.4826689869317931,0.5,2.0
arfima_fractional_2_02,arfima_fractional,2.0,2,7.871716471545567,125,0.4479850501068229,0.42141024164922286,49,0.49014564866505356,0.49303550291411813,0.5,2.0
arfima_fractional_2_03,arfima_fractional,2.0,3,5.414813578282615,125,0.4934287487971031,0.49069556491967675,71,0.4942604080751121,0.4931513476566471,0.5,2.0
arfima_fractional_2_04,arfima_fractional,2.0,4,19.794744081059992,125,0.4603264296757012,0.45537890600547737,19,0.4775795939554578,0.49628770397195804,0.5,2.0
arfima_fractional_2_05,arfima_fractional,2.0,5,25.244040079571864,125,0.48398542121118265,0.4749673683467841,15,0.5619730151627664,0.5493720239284402,0.5,2.0
arfima_fractional_2_06,arfima_fractional,2.0,6,17.840962186839494,125,0.46353141761907546,0.45222548550223574,21,0.5367283034607195,0.5431901666755048,0.5,2.0
arfima_fractional_2_07,arfima_fractional,2.0,7,11.130407467874754,125,0.4649776271898167,0.44705677269135624,35,0.5109722770482599,0.50509652503356,0.5,2.0
arfima_fractional_2_08,arfima_fractional,2.0,8,13.28229600959977,125,0.4414687838309079,0.4132879614515007,29,0.5542302806883531,0.5409535005572165,0.5,2.0
arfima_fractional_2_09,arfima_fractional,2.0,9,10.923093408521371,125,0.43188756265977307,0.417458285178196,35,0.4932324002708653,0.5015626422617805,0.5,2.0
arfima_fractional_2_10,arfima_fractional,2.0,10,14.868022355628556,125,0.4248549045937925,0.4133746270284292,26,0.534963837097686,0.5462630119893832,0.5,2.0
arfima_fractional_2_11,arfima_fractional,2.0,11,7.674279451419258,125,0.45180199214721545,0.4188160329836203,50,0.45736435957246563,0.4340956896416144,0.5,2.0
arfima_fractional_2_12,arfima_fractional,2.0,12,16.40188299572078,125,0.4512482328129649,0.4341545436427862,24,0.5612798164760373,0.5571939341600655,0.5,2.0
arfima_fractional_2_13,arfima_fractional,2.0,13,6.25724562282566,125,0.46404814899338265,0.4397510561969922,61,0.4544269866015324,0.4342460443200057,0.5,2.0
arfima_fractional_4_00,arfima_fractional,4.0,0,16.849287975026346,125,0.44091331151116503,0.4478050527310325,23,0.5504697328557377,0.5575891690567923,0.5,2.0
arfima_fractional_4_01,arfima_fractional,4.0,1,36.822041171884806,125,0.4564860886225613,0.44719339772597627,10,0.604152023602985,0.5962063742979455,0.5,2.0
arfima_fractional_4_02,arfima_fractional,4.0,2,26.56548364179654,125,0.5343772351987893,0.5328736318177064,15,0.4941007696490466,0.5142507539780578,0.5,2.0
arfima_fractional_4_03,arfima_fractional,4.0,3,18.344831428145138,125,0.4707349427745473,0.45694404930455884,21,0.5568397146240756,0.5517061472036073,0.5,2.0
arfima_fractional_4_04,arfima_fractional,4.0,4,77.39348165986252,125,0.4875535702071396,0.48841585843978325,3,0.5162545712184556,0.5272942615132837,0.5,2.0
arfima_fractional_4_05,arfima_fractional,4.0,5,6.231554304613598,125,0.48892027832235785,0.4758753117347567,62,0.4732772184757031,0.4618188847362157,0.5,2.0
arfima_fractional_4_06,arfima_fractional,4.0,6,8.503981898758074,125,0.4417260384462324,0.44180735208631355,45,0.5169661794573718,0.5075842230514405,0.5,2.0
arfima_fractional_4_07,arfima_fractional,4.0,7,9.21159537660946,125,0.4873371317024004,0.48301718577453967,42,0.5395545720227093,0.5406442595725207,0.5,2.0
arfima_fractional_4_08,arfima_fractional,4.0,8,6.125217914473871,125,0.45530713386856353,0.4248104702635982,63,0.4603166088885282,0.43789565510675993,0.5,2.0
arfima_fractional_4_09,arfima_fractional,4.0,9,12.29940469143196,125,0.40984716389605685,0.3626302580138181,31,0.5242247335171133,0.5073246026286905,0.5,2.0
arfima_fractional_4_10,arfima_fractional,4.0,10,25.24339808070515,125,0.4450206231135236,0.4448348785374631,15,0.5139771229668069,0.5182624909868002,0.5,2.0
arfima_fractional_4_11,arfima_fractional,4.0,11,4.468615264401891,125,0.4607027524964835,0.44482030945457723,86,0.44681555016625124,0.4433398792216172,0.5,2.0
arfima_fractional_4_12,arfima_fractional,4.0,12,14.576603613583442,125,0.4580489432489162,0.45720131534518604,27,0.49934716261610573,0.48782956649036296,0.5,2.0
arfima_fractional_4_13,arfima_fractional,4.0,13,4.337006859107977,125,0.37235341266168154,0.33809457561016976,89,0.33983348019166665,0.33061130966845054,0.5,2.0
arfima_fractional_8_00,arfima_fractional,8.0,0,7.109737131186707,125,0.4727697924586356,0.4608275785254001,54,0.48753712391237536,0.46483751930515466,0.5,2.0
arfima_fractional_8_01,arfima_fractional,8.0,1,9.821513336448513,125,0.47341176011797476,0.47059564081528094,39,0.538759177026178,0.5248660923835814,0.5,2.0
arfima_fractional_8_02,arfima_fractional,8.0,2,15.991726241807202,125,0.5015943970103018,0.5035006025742481,24,0.5229746646085233,0.5224160623375618,0.5,2.0
arfima_fractional_8_03,arfima_fractional,8.0,3,9.790311255100526,125,0.4566009190546158,0.46250816085391444,39,0.5414807610545986,0.5402293960501393,0.5,2.0
arfima_fractional_8_04,arfima_fractional,8.0,4,10.841055229985232,125,0.469165767401991,0.46421511105643887,36,0.5757063361051665,0.5881146860266939,0.5,2.0
arfima_fractional_8_05,arfima_fractional,8.0,5,44.09222533944432,125,0.4679259669134266,0.4523422056416959,8,0.5064532517350977,0.5036139389595586,0.5,2.0
arfima_fractional_8_06,arfima_fractional,8.0,6,21.546126769598633,125,0.46322565687073197,0.4600676999555104,18,0.5326648403732723,0.5099271737852166,0.5,2.0
arfima_fractional_8_07,arfima_fractional,8.0,7,10.018610146285248,125,0.4760951135123392,0.46560342261075566,39,0.5002275030902136,0.4870303857091837,0.5,2.0
arfima_fractional_8_08,arfima_fractional,8.0,8,20.87061098071545,125,0.4237905373314772,0.408614454815542,18,0.5073114461062084,0.5172727765724506,0.5,2.0
arfima_fractional_8_09,arfima_fractional,8.0,9,21.025816559834013,125,0.4245119795027691,0.40174782442794343,18,0.5513646726575728,0.5494880748503731,0.5,2.0
arfima_fractional_8_10,arfima_fractional,8.0,10,10.34894359185146,125,0.4657106990696746,0.435400348569585,37,0.5073021582722445,0.4976532285534653,0.5,2.0
arfima_fractional_8_11,arfima_fractional,8.0,11,9.451959519122632,125,0.47203688824069534,0.4526782220144449,41,0.5151974801258401,0.5293631272642356,0.5,2.0
arfima_fractional_8_12,arfima_fractional,8.0,12,15.1984485279823,125,0.44219998403252914,0.41410975495928687,25,0.530745082250198,0.4970922564726735,0.5,2.0
arfima_fractional_8_13,arfima_fractional,8.0,13,10.519816839337853,125,0.4204939312431886,0.41564051868127605,36,0.4587728950753667,0.4617960762854688,0.5,2.0
arfima_fractional_16_00,arfima_fractional,16.0,0,10.015806891173785,125,0.4541199451317334,0.4394506519104858,39,0.503073563038393,0.5014552331249514,0.5,2.0
arfima_fractional_16_01,arfima_fractional,16.0,1,6.0649949570573245,125,0.4437397446999728,0.4430115337250626,63,0.4483763982477877,0.4469632028080128,0.5,2.0
arfima_fractional_16_02,arfima_fractional,16.0,2,44.031929738328394,125,0.4305072875257467,0.40535261716656984,8,0.4854788166922618,0.46543860168207263,0.5,2.0
arfima_fractional_16_03,arfima_fractional,16.0,3,20.530741636333104,125,0.44496222075483155,0.44252805440536663,18,0.520551894017482,0.5152301074288116,0.5,2.0
arfima_fractional_16_04,arfima_fractional,16.0,4,10.464019671013562,125,0.4454461343286833,0.43852597944867305,36,0.4910787689408894,0.49430803789955857,0.5,2.0
arfima_fractional_16_05,arfima_fractional,16.0,5,16.03676805916745,125,0.443452183109233,0.4420489518828775,24,0.5197586651718428,0.5025772386415299,0.5,2.0
arfima_fractional_16_06,arfima_fractional,16.0,6,9.716738078451067,125,0.4549241369650502,0.4335429286864613,39,0.4524295392403616,0.4256436579188847,0.5,2.0
arfima_fractional_16_07,arfima_fractional,16.0,7,7.468414238379352,125,0.42632122983380705,0.38021007111924193,51,0.43615091641925,0.4092108334577274,0.5,2.0
arfima_fractional_16_08,arfima_fractional,16.0,8,12.750928327475439,125,0.4740309862288016,0.4609816018250935,30,0.5326117246415649,0.528196048812775,0.5,2.0
arfima_fractional_16_09,arfima_fractional,16.0,9,8.491373081927474,125,0.46402784129088004,0.43040621012329455,45,0.4255761056860981,0.4180149935387581,0.5,2.0
arfima_fractional_16_10,arfima_fractional,16.0,10,9.076444274958629,125,0.4100005214765182,0.3791807877382255,42,0.4821300732308685,0.48016645125596497,0.5,2.0
arfima_fractional_16_11,arfima_fractional,16.0,11,19.766152975416222,125,0.4721474406636824,0.45924101925651184,19,0.533176137231183,0.538008993267809,0.5,2.0
arfima_fractional_16_12,arfima_fractional,16.0,12,13.927450742497971,125,0.4723732191638162,0.4484754860733667,27,0.5615876769506185,0.5530495830256787,0.5,2.0
arfima_fractional_16_13,arfima_fractional,16.0,13,14.46418560590657,125,0.4346285992818416,0.4058439584014436,27,0.5113160672351985,0.497115466290139,0.5,2.0
arfima_fractional_32_00,arfima_fractional,32.0,0,19.03880511928567,125,0.4216559684942056,0.4117320644672787,20,0.5556674566182894,0.5547066033684214,0.5,2.0
arfima_fractional_32_01,arfima_fractional,32.0,1,6.5985651109318795,125,0.45215359417317696,0.4526822341374807,58,0.46705305699132,0.4614852725850261,0.5,2.0
arfima_fractional_32_02,arfima_fractional,32.0,2,38.11605061674685,125,0.46363456883834153,0.4680660934180934,10,0.5236770415424046,0.52342341540236,0.5,2.0
arfima_fractional_32_03,arfima_fractional,32.0,3,9.30758048600652,125,0.4541973986058637,0.4464200566106034,42,0.4636958044232493,0.4601612189946497,0.5,2.0
arfima_fractional_32_04,arfima_fractional,32.0,4,13.85397070253757,125,0.44744496314047,0.44052179649892975,27,0.5131997319037146,0.5105728068400917,0.5,2.0
arfima_fractional_32_05,arfima_fractional,32.0,5,6.450298907860413,125,0.4564554410119363,0.44406509587931936,60,0.4797699392843125,0.473251893020062,0.5,2.0
arfima_fractional_32_06,arfima_fractional,32.0,6,8.02936542506623,125,0.480493004475861,0.4631354364353313,48,0.48649513868816463,0.46809569109475,0.5,2.0
arfima_fractional_32_07,arfima_fractional,32.0,7,3.681991373427682,125,0.4298062538644426,0.4171178632594828,94,0.3874817283730693,0.3794203059019483,0.5,2.0
arfima_fractional_32_08,arfima_fractional,32.0,8,13.064983792732582,125,0.4488986891103675,0.4312040761515234,30,0.5427396949840033,0.5574646118244303,0.5,2.0
arfima_fractional_32_09,arfima_fractional,32.0,9,12.590456754762606,125,0.4245535840200108,0.4029248088944906,30,0.4830657362960532,0.45611135879434017,0.5,2.0
arfima_fractional_32_10,arfima_fractional,32.0,10,21.639342202980785,125,0.4573449681502352,0.441400385880554,18,0.5404738523331049,0.5123072381160427,0.5,2.0
arfima_fractional_32_11,arfima_fractional,32.0,11,30.29041493726104,125,0.42948091995892296,0.42070481219073486,12,0.5595389970523899,0.5516162423712667,0.5,2.0
arfima_fractional_32_12,arfima_fractional,32.0,12,11.581643521017186,125,0.4821797630737398,0.4473344557763901,33,0.5646464170889999,0.5755322496726544,0.5,2.0
arfima_fractional_32_13,arfima_fractional,32.0,13,6.7928873130564575,125,0.49609499379795186,0.48524057059430387,57,0.4847037169290518,0.48515926040276197,0.5,2.0
arfima_fractional_64_00,arfima_fractional,64.0,0,6.308975402371521,125,0.46719416326877566,0.4671057355578746,61,0.48587543530042876,0.47597442918302496,0.5,2.0
arfima_fractional_64_01,arfima_fractional,64.0,1,4.529263337909219,125,0.47032586467294774,0.4514809809760955,85,0.44450190691662045,0.4461719750518372,0.5,2.0
arfima_fractional_64_02,arfima_fractional,64.0,2,8.767627247309674,125,0.4666631282627803,0.44896373789301747,44,0.49364813600306656,0.4706931544330596,0.5,2.0
arfima_fractional_64_03,arfima_fractional,64.0,3,6.174378201258049,125,0.485772675732567,0.4718956669199801,62,0.515945029937874,0.4918639392358204,0.5,2.0
arfima_fractional_64_04,arfima_fractional,64.0,4,28.81255094810779,125,0.4516293295471998,0.42699559420322425,13,0.5244316037012624,0.5277788890663819,0.5,2.0
arfima_fractional_64_05,arfima_fractional,64.0,5,15.67407069273336,125,0.4776369392957601,0.46433278698543096,24,0.5133578201357486,0.5291004417055309,0.5,2.0
arfima_fractional_64_06,arfima_fractional,64.0,6,7.433889820331512,125,0.5106943165206392,0.50585683484363,51,0.48594028831708214,0.48979841729668616,0.5,2.0
arfima_fractional_64_07,arfima_fractional,64.0,7,6.3542862261184645,125,0.45574261040842035,0.4483673083298304,60,0.4480963592125112,0.44652995656581246,0.5,2.0
arfima_fractional_64_08,arfima_fractional,64.0,8,8.252005466413694,125,0.37022816281394366,0.32928140092156644,47,0.4325769275977605,0.4183968406550181,0.5,2.0
arfima_fractional_64_09,arfima_fractional,64.0,9,40.735800248962335,125,0.47503261428686583,0.47568526270257844,9,0.5337647902168678,0.5225750443496437,0.5,2.0
arfima_fractional_64_10,arfima_fractional,64.0,10,16.10945748994522,125,0.45242384760458154,0.4508860468095035,24,0.5668874281799435,0.5630901871437012,0.5,2.0
arfima_fractional_64_11,arfima_fractional,64.0,11,5.922475782977469,125,0.48569822533425716,0.47612802154832123,65,0.49046599759492054,0.4789275774893237,0.5,2.0
arfima_fractional_64_12,arfima_fractional,64.0,12,4.275664429092151,125,0.44648602506950713,0.43171881493790626,90,0.42483366949209717,0.42501719666101745,0.5,2.0
arfima_fractional_64_13,arfima_fractional,64.0,13,20.76050221256653,125,0.45445931535600664,0.4591201462622735,18,0.4794570291661211,0.48668616361962574,0.5,2.0
arfima_fractional_128_00,arfima_fractional,128.0,0,29.906480024683578,125,0.48253409682204274,0.4799459496015612,13,0.4974779938533185,0.4820001564221104,0.5,2.0
arfima_fractional_128_01,arfima_fractional,128.0,1,17.64798280112047,125,0.5148757168882195,0.4985568518911918,22,0.5587598585496218,0.561031654526533,0.5,2.0
arfima_fractional_128_02,arfima_fractional,128.0,2,11.23806559873152,125,0.4393480380351594,0.4188973667826609,34,0.48826528927351764,0.4930013852605476,0.5,2.0
arfima_fractional_128_03,arfima_fractional,128.0,3,13.928772668234718,125,0.5008818705208685,0.48425214316444076,27,0.5049111815658993,0.4935097794140132,0.5,2.0
arfima_fractional_128_04,arfima_fractional,128.0,4,8.631676365430007,125,0.435473795508394,0.4099660381304498,45,0.45065138823813516,0.41629591308312747,0.5,2.0
arfima_fractional_128_05,arfima_fractional,128.0,5,43.93251639526485,125,0.42284221614213596,0.3945246262325776,8,0.49920576490343116,0.5099987857549589,0.5,2.0
arfima_fractional_128_06,arfima_fractional,128.0,6,6.860763367278668,125,0.4384464375015218,0.40639745307841685,56,0.4456977128423775,0.4285271426590751,0.5,2.0
arfima_fractional_128_07,arfima_fractional,128.0,7,11.996860566009078,125,0.4311545032453644,0.407269328302473,32,0.5120021855046686,0.4870391517113204,0.5,2.0
arfima_fractional_128_08,arfima_fractional,128.0,8,11.487252783512222,125,0.44116055830340306,0.42675900299984926,33,0.49592425306000626,0.49363372457830634,0.5,2.0
arfima_fractional_128_09,arfima_fractional,128.0,9,11.632867142387015,125,0.4372160158884955,0.4188017459193916,33,0.4957734667128894,0.483297922374862,0.5,2.0
arfima_fractional_128_10,arfima_fractional,128.0,10,10.218247925660632,125,0.44197479055919126,0.4271469028219209,38,0.4743699845246466,0.462984868124473,0.5,2.0
arfima_fractional_128_11,arfima_fractional,128.0,11,8.08824859738728,125,0.44312056712780923,0.44918714341375704,48,0.47974502839611893,0.47019579400967326,0.5,2.0
arfima_fractional_128_12,arfima_fractional,128.0,12,23.228401094549913,125,0.4403729119842328,0.43771167276996087,17,0.5124389548089979,0.4999872289982332,0.5,2.0
arfima_fractional_128_13,arfima_fractional,128.0,13,18.249147887337788,125,0.47098705753823983,0.4535162460700426,21,0.5208304428250343,0.5237127498124038,0.5,2.0
seasonal_two_timescale_control_2_00,seasonal_two_timescale_control,2.0,0,2.183605754877284,125,0.8368405093522319,0.9210095268933551,70,0.9271155798863907,0.9264848523410474,0.5,2.0
seasonal_two_timescale_control_2_01,seasonal_two_timescale_control,2.0,1,1.9876299538329703,125,0.757873512713783,0.8086771563751117,64,0.8359803679001293,0.8413964470158413,0.5,2.0
seasonal_two_timescale_control_2_02,seasonal_two_timescale_control,2.0,2,2.497661994412415,125,0.8208265495206837,0.9288947221404211,77,0.9533252113383487,0.962110529943604,0.5,2.0
seasonal_two_timescale_control_2_03,seasonal_two_timescale_control,2.0,3,2.1061813514453362,125,0.8206065702126515,0.9028515168423661,68,0.9258799246923717,0.9280489899545439,0.5,2.0
seasonal_two_timescale_control_2_04,seasonal_two_timescale_control,2.0,4,1.8325542821757383,125,0.7844770447901762,0.8521332628348977,59,0.9066217798265817,0.9053311032944242,0.5,2.0
seasonal_two_timescale_control_2_05,seasonal_two_timescale_control,2.0,5,2.3848591716778573,125,0.801725877761811,0.8771012282547519,75,0.899079729116072,0.9025544442743724,0.5,2.0
seasonal_two_timescale_control_2_06,seasonal_two_timescale_control,2.0,6,2.4794453500856934,125,0.8410784097420624,0.9229447530630736,77,0.9483828875685786,0.9536581523764776,0.5,2.0
seasonal_two_timescale_control_2_07,seasonal_two_timescale_control,2.0,7,1.6755853106064313,125,0.8017169355373569,0.8886795773543523,52,0.9002052725643721,0.8989189332007067,0.5,2.0
seasonal_two_timescale_control_2_08,seasonal_two_timescale_control,2.0,8,2.24631735254561,125,0.8064659620610763,0.8809458280195648,72,0.9062990788255365,0.9121949980450249,0.5,2.0
seasonal_two_timescale_control_2_09,seasonal_two_timescale_control,2.0,9,2.4663681865290688,125,0.7942051949621831,0.8753238862800051,77,0.9021647573631375,0.9121636549585009,0.5,2.0
seasonal_two_timescale_control_2_10,seasonal_two_timescale_control,2.0,10,2.0278911637726975,125,0.763804094936555,0.8313909091840801,65,0.8458066112148552,0.8558954391982839,0.5,2.0
seasonal_two_timescale_control_2_11,seasonal_two_timescale_control,2.0,11,1.7947054981012047,125,0.8184027282489711,0.9019796950625517,57,0.9819241679871871,0.9904418338005001,0.5,2.0
seasonal_two_timescale_control_2_12,seasonal_two_timescale_control,2.0,12,1.9260678548852919,125,0.8281058745234999,0.9386586161036097,62,0.9581372628162339,0.9601678211400991,0.5,2.0
seasonal_two_timescale_control_2_13,seasonal_two_timescale_control,2.0,13,2.279896724386585,125,0.7409155240354107,0.8254729609182809,72,0.828673830733005,0.8402944727129441,0.5,2.0
seasonal_two_timescale_control_4_00,seasonal_two_timescale_control,4.0,0,4.30216681272293,125,0.7755593451914924,0.8571855019443164,90,0.8475789885638686,0.858537621027987,0.5,2.0
seasonal_two_timescale_control_4_01,seasonal_two_timescale_control,4.0,1,3.3628173342363974,125,0.8003141137758367,0.8523611536374046,90,0.8804836466393852,0.8822794710211043,0.5,2.0
seasonal_two_timescale_control_4_02,seasonal_two_timescale_control,4.0,2,3.031456054850701,125,0.7581966461418653,0.8243731417844347,86,0.8332910021314942,0.8362405854766964,0.5,2.0
seasonal_two_timescale_control_4_03,seasonal_two_timescale_control,4.0,3,2.870314005287643,125,0.7977180805280377,0.8879216046638727,84,0.8952060826001338,0.8987875077807953,0.5,2.0
seasonal_two_timescale_control_4_04,seasonal_two_timescale_control,4.0,4,2.9680968078239744,125,0.7373277503407821,0.7989412507892263,85,0.8064398229623699,0.8111359470782901,0.5,2.0
seasonal_two_timescale_control_4_05,seasonal_two_timescale_control,4.0,5,3.238149781967037,125,0.7853152933239692,0.8515678312669999,89,0.8700493363706123,0.8800325724967998,0.5,2.0
seasonal_two_timescale_control_4_06,seasonal_two_timescale_control,4.0,6,3.2228843046120517,125,0.7800647494367314,0.8439560395218694,89,0.8704561344435024,0.8892778810114823,0.5,2.0
seasonal_two_timescale_control_4_07,seasonal_two_timescale_control,4.0,7,4.611416309379646,125,0.761848195326445,0.8290282794817503,84,0.8352519713075933,0.8692424116512188,0.5,2.0
seasonal_two_timescale_control_4_08,seasonal_two_timescale_control,4.0,8,3.120446258412803,125,0.7514083405553784,0.811570596067503,87,0.8295386403144364,0.8363827908444758,0.5,2.0
seasonal_two_timescale_control_4_09,seasonal_two_timescale_control,4.0,9,3.966477760653885,125,0.7746765370730332,0.8317507366086091,96,0.8379187480507128,0.8378793393619538,0.5,2.0
seasonal_two_timescale_control_4_10,seasonal_two_timescale_control,4.0,10,4.056887672589565,125,0.7345420208280459,0.7910826098071276,95,0.7932948613127365,0.8005469287530339,0.5,2.0
seasonal_two_timescale_control_4_11,seasonal_two_timescale_control,4.0,11,3.5665326464015257,125,0.7746491877251154,0.8645307537466523,93,0.8594081017492029,0.8704957257256772,0.5,2.0
seasonal_two_timescale_control_4_12,seasonal_two_timescale_control,4.0,12,2.7224347786429766,125,0.8553205352654719,0.951130706082008,81,0.9716046277667948,0.9757653307995847,0.5,2.0
seasonal_two_timescale_control_4_13,seasonal_two_timescale_control,4.0,13,4.34508905125946,125,0.8147394603863359,0.9311012765287102,88,0.914065628887263,0.9406385411413498,0.5,2.0
