gauge_id,model_type,model_label,n_eval_years,train_nse,eval_nse,eval_kge,obs_tau_eval_days,model_tau_eval_days,abs_log10_tau_error,beta_de_median_abs_distance,beta_raw_median_abs_distance,param_model_type,param_train_nse,param_calibration,param_intercept,param_slope,param_x1,param_x2,param_x3,param_x4,param_T_t,param_DD,param_FC,param_Beta,param_C,param_PWP,param_K_0,param_K_1,param_K_2,param_K_p,param_L,hydrograph_skill_loss,spectral_memory_advantage,log10_tau_ratio_model_obs
10003,rrmpg_gr4j,RRMPG GR4J,11.811088295687885,0.7556270561147314,0.4235963835828967,0.6906601871332804,13.222616882562225,175.36633355829852,1.1226288074410689,0.1601961983119644,0.461900844367007,rrmpg_gr4j,0.7556270561147314,latin_hypercube_n=128;train_nse_scaling,0.0,1.5065603968982948,557.4537460098629,-1.7971415208993795,218.76698503893104,1.5033035025421306,,,,,,,,,,,,0.5764036164171034,0.3017046460550426,1.1226288074410686
10003,rrmpg_hbvedu,RRMPG HBV-Edu,11.811088295687885,0.8404684600034884,0.5088675617523419,0.7011199405592325,13.222616882562225,131.2604385993993,0.9968164363992011,0.1962404603171115,1.950072704302122,rrmpg_hbvedu,0.8404684600034884,latin_hypercube_n=128;train_nse_scaling,0.1463966303139547,1.0402438368393958,,,,,0.397107485521013,4.781285226591251,184.14234037293775,2.904962733787151,0.0574299048076921,95.29269978620955,0.0592936800513255,0.0773303780662595,0.0167300194799026,0.0480552382708127,3.666860356126522,0.49113243824765807,1.7538322439850105,0.9968164363992011
10002,rrmpg_gr4j,RRMPG GR4J,15.496235455167694,0.4000348818255146,0.2065820520525325,0.4055960409320845,9.369621400960744,230.4043990223534,1.3907687239768804,0.2564564903104306,2.083648676301017,rrmpg_gr4j,0.4000348818255146,latin_hypercube_n=128;train_nse_scaling,0.0,1.1992803736641466,770.1528741331251,1.4980259469910715,159.52793209196847,2.70181617305476,,,,,,,,,,,,0.7934179479474675,1.8271921859905866,1.3907687239768804
10002,rrmpg_hbvedu,RRMPG HBV-Edu,15.496235455167694,0.751704410471723,0.5055803680104598,0.6010540067949146,9.369621400960744,84.7352354319444,0.9563419977852088,0.4236465919250249,1.564384362453322,rrmpg_hbvedu,0.751704410471723,latin_hypercube_n=128;train_nse_scaling,0.2879076392220445,0.774380983641434,,,,,-0.386048788826015,6.134814257053552,163.90191306439334,6.485079717599951,0.0369828832744922,173.39184977704102,0.1874605028630802,0.0974992230632684,0.0312750459943174,0.03282025477434,4.787079121831511,0.4944196319895402,1.140737770528297,0.9563419977852087
1001,rrmpg_gr4j,RRMPG GR4J,8.06570841889117,0.5402620843966611,0.3834859520245207,0.5943936431021424,4.422390586852748,193.91702339333148,1.64195883920651,,1.5324259991673146,rrmpg_gr4j,0.5402620843966611,latin_hypercube_n=128;train_nse_scaling,0.0,1.757011335164662,871.0689622909401,-0.8273968309692012,43.88929201860382,1.2274293590882022,,,,,,,,,,,,0.6165140479754794,,1.6419588392065099
1001,rrmpg_hbvedu,RRMPG HBV-Edu,8.06570841889117,0.7560012414441206,0.4005374475744808,0.5477636731278628,4.422390586852748,144.5199202036243,1.5142706161467134,0.7386040781437176,1.4346517348980274,rrmpg_hbvedu,0.7560012414441206,latin_hypercube_n=128;train_nse_scaling,0.0,0.9734781908142542,,,,,0.9416321645647028,4.167378266086314,132.8720758402973,5.219214860557647,0.0498715547757498,152.61196538963023,0.1992208412455418,0.0860295841142004,0.0261735255836451,0.0314290322155142,4.277468410226992,0.5994625524255193,0.6960476567543098,1.5142706161467134
101002,rrmpg_gr4j,RRMPG GR4J,15.173169062286105,0.5729057692413051,0.4279159050088423,0.5211886003868184,17.994716206414683,64.46284228341696,0.5541644486175901,1.070757086394012,0.808609799240791,rrmpg_gr4j,0.5729057692413051,latin_hypercube_n=128;train_nse_scaling,0.2952250233602115,0.7077773281986014,269.96600834609967,-4.028120419358173,85.47282206896911,1.874231249937172,,,,,,,,,,,,0.5720840949911576,-0.2621472871532209,0.5541644486175901
101002,rrmpg_hbvedu,RRMPG HBV-Edu,15.173169062286105,0.6113216198571941,0.4616457984520071,0.5329598635017345,17.994716206414683,75.5457201157589,0.6230648635186281,1.5581930056700406,2.527859767452321,rrmpg_hbvedu,0.6113216198571941,latin_hypercube_n=128;train_nse_scaling,0.2349047548620408,0.5067406080275874,,,,,0.8903212164592607,6.576110695234864,182.9757712496029,2.0041141156548434,0.0346307617973305,94.16741404065644,0.1087705879480197,0.0914564645115432,0.02054532077775,0.0390704225843735,2.0632699699538706,0.538354201547993,0.9696667617822805,0.6230648635186281
102001,rrmpg_gr4j,RRMPG GR4J,10.182067077344286,0.2972866508788508,0.1160451115341115,0.2351772452115945,3.927189905401672,189.27067261315648,1.6830014227190122,,2.6944157913881543,rrmpg_gr4j,0.2972866508788508,latin_hypercube_n=128;train_nse_scaling,0.0,1.467596403678984,636.7141977145868,-0.1530072029805644,247.83453913146272,2.570436696334617,,,,,,,,,,,,0.8839548884658885,,1.6830014227190122
102001,rrmpg_hbvedu,RRMPG HBV-Edu,10.182067077344286,0.6604164297747168,0.2896236879061135,0.3816507472750335,3.927189905401672,91.9731967656376,1.3695793790056865,0.282183398403068,1.6536631684262773,rrmpg_hbvedu,0.6604164297747168,latin_hypercube_n=128;train_nse_scaling,0.0,1.131444183344142,,,,,-0.056618897342899,6.550897024470634,193.24499116419864,4.081793625981541,0.0390386194937142,90.79600820181396,0.1945212726462084,0.0771605475727137,0.0231726593502825,0.0328093036067431,4.231640060245317,0.7103763120938865,1.3714797700232093,1.369579379005686
