gauge_id,model_type,model_label,n_eval_years,train_nse,eval_nse,eval_kge,obs_tau_eval_days,model_tau_eval_days,abs_log10_tau_error,beta_de_median_abs_distance,beta_raw_median_abs_distance,param_calibration,draw
10002,seasonal_ar1_null,seasonal AR(1) null,15.496235455167694,,-0.1226871852051507,0.0791288001446481,9.369621400960744,5.999248137712608,0.1936252173040746,0.3853338721081214,0.2529004244363346,seasonal_ar1_ensemble_draw=0,0
10003,seasonal_ar1_null,seasonal AR(1) null,11.811088295687885,,-0.2650328897639662,0.1370953174392255,13.222616882562225,8.090078498671863,0.2133646790683579,0.3664198399446099,0.4325125258012556,seasonal_ar1_ensemble_draw=0,0
1001,seasonal_ar1_null,seasonal AR(1) null,8.06570841889117,,-0.2680647822190098,0.3138801277732119,4.422390586852748,4.601137131168463,0.0172080801099272,0.3209728981254137,0.3333545186064915,seasonal_ar1_ensemble_draw=0,0
101002,seasonal_ar1_null,seasonal AR(1) null,15.173169062286105,,-0.0573190982460196,0.1374935627822063,17.994716206414683,3.784852021744756,0.6770960974716963,0.4476534447978612,0.8086312501070287,seasonal_ar1_ensemble_draw=0,0
101005,seasonal_ar1_null,seasonal AR(1) null,12.11772758384668,,-0.0871953001553729,0.0441249052127152,12.739093304268954,3.247256731928193,0.5936218926895663,0.4922292125739621,0.7319538874963293,seasonal_ar1_ensemble_draw=0,0
102001,seasonal_ar1_null,seasonal AR(1) null,10.182067077344286,,0.0486717936356432,0.0885380860944123,3.927189905401672,4.316711516853428,0.0410711232296652,0.5656886385893198,0.561002778903517,seasonal_ar1_ensemble_draw=0,0
106001,seasonal_ar1_null,seasonal AR(1) null,7.72621492128679,,-0.5973655268896836,0.3151269598827574,6.85031159820377,17.917390257507034,0.4175644265598155,0.2895819390030962,0.4633292878268805,seasonal_ar1_ensemble_draw=0,0
107001,seasonal_ar1_null,seasonal AR(1) null,6.940451745379876,,-0.1355512052020384,0.2498730120227258,2.6793960512889297,10.85772317029378,0.6077018516386492,0.2924866373796142,0.461418538981629,seasonal_ar1_ensemble_draw=0,0
11001,seasonal_ar1_null,seasonal AR(1) null,15.597535934291582,,-0.2034861906151395,0.0882663899878645,11.4423369840309,9.037714446004696,0.1024561185421682,0.4480890052800501,0.4201619201172308,seasonal_ar1_ensemble_draw=0,0
11003,seasonal_ar1_null,seasonal AR(1) null,14.822724161533197,,-0.2967217792385059,0.0552315825693405,6.642162233296286,5.922588713524507,0.0497979042632542,0.4191799455650671,0.392265448652218,seasonal_ar1_ensemble_draw=0,0
11004,seasonal_ar1_null,seasonal AR(1) null,11.227926078028748,,-0.4941158174905404,0.098104084764839,13.127964898529983,10.553160342465734,0.0948148700653816,0.4514543512747417,0.3964661492079424,seasonal_ar1_ensemble_draw=0,0
12001,seasonal_ar1_null,seasonal AR(1) null,15.597535934291582,,-0.3430048646471282,0.0291681483796548,5.6064840879852085,5.9746557333629,0.0276222918866648,0.4851052896351501,0.4778038926453248,seasonal_ar1_ensemble_draw=0,0
12002,seasonal_ar1_null,seasonal AR(1) null,14.97330595482546,,-0.2882325789611013,0.0838100678449875,5.930257265412479,6.086518616670756,0.0112954204575473,0.3236925056574089,0.3367191343929553,seasonal_ar1_ensemble_draw=0,0
12005,seasonal_ar1_null,seasonal AR(1) null,13.79876796714579,,-0.2860087849758697,-0.0227425669091634,5.968278540908192,7.595108355245544,0.1046848905249883,0.2532081457113702,0.2524649854540285,seasonal_ar1_ensemble_draw=0,0
12006,seasonal_ar1_null,seasonal AR(1) null,13.17180013689254,,-0.3198226825235595,0.0135588336450647,4.127178854444125,5.402504009005909,0.116941808061966,0.3578778203238729,0.3285374947854224,seasonal_ar1_ensemble_draw=0,0
12007,seasonal_ar1_null,seasonal AR(1) null,12.016427104722792,,-0.3827763453710806,0.0046941661422517,3.817852400739543,4.133196705905232,0.0344669401573364,0.415514615161811,0.4056507595409238,seasonal_ar1_ensemble_draw=0,0
12008,seasonal_ar1_null,seasonal AR(1) null,11.312799452429845,,-0.190130684318307,-0.0543799269860667,5.396233609219593,4.779540695745789,0.0527045787288001,0.7853086505842188,0.7687290278999903,seasonal_ar1_ensemble_draw=0,0
12009,seasonal_ar1_null,seasonal AR(1) null,11.40041067761807,,-0.1962007574196167,-0.0278644309139428,3.1898214678530974,2.504347550300227,0.1050717769896746,0.6131599227138493,0.5755025414471929,seasonal_ar1_ensemble_draw=0,0
13001,seasonal_ar1_null,seasonal AR(1) null,12.922655715263518,,-0.1374366431749298,-0.0336098611022732,5.787194426965098,5.176501428745229,0.0484317349796125,0.5354273765963129,0.5431071821556638,seasonal_ar1_ensemble_draw=0,0
13004,seasonal_ar1_null,seasonal AR(1) null,11.323750855578371,,-0.1528852878842475,-0.0432524894912103,7.476978062031977,6.871576381557535,0.0366697281049748,0.4242638063991659,0.4361116076108543,seasonal_ar1_ensemble_draw=0,0
13005,seasonal_ar1_null,seasonal AR(1) null,12.498288843258042,,-0.1926613563965844,0.0659972157517806,9.947715428814352,9.756836495477804,0.0084143258809016,0.1945739704869373,0.1941432452903784,seasonal_ar1_ensemble_draw=0,0
13007,seasonal_ar1_null,seasonal AR(1) null,14.023271731690622,,-0.2112502076875302,0.0433114794425708,5.985865232992156,4.157968058592526,0.1582457860496259,0.4692685121106456,0.5087080355028863,seasonal_ar1_ensemble_draw=0,0
13008,seasonal_ar1_null,seasonal AR(1) null,11.9233401779603,,-0.2282589040990843,0.0117989546700038,7.592111426602678,6.076762637158962,0.0966903006299055,0.4163869313404101,0.338280803956924,seasonal_ar1_ensemble_draw=0,0
14001,seasonal_ar1_null,seasonal AR(1) null,15.597535934291582,,-0.1430971276040624,0.0610166344822675,14.76818808823564,6.976990348363625,0.3256590927117515,0.2734755185705038,0.3105484472466677,seasonal_ar1_ensemble_draw=0,0
