model_set,threshold_lower_frac,achieved,frac_lower
full5,0.5,False,0.28668941979522183
full5,0.55,False,0.28668941979522183
full5,0.6,False,0.28668941979522183
ind3,0.5,False,0.18198529411764705
ind3,0.55,False,0.18198529411764705
ind3,0.6,False,0.18198529411764705
