archive,n_gauges,median_tau_acf_days,raw_weighted_beta_variance,de_weighted_beta_variance,variance_reduction_fraction,raw_n_bins,de_n_bins
CAMELS-BR v1.2 selected catchments,893,38.15328958232152,0.5399409839938363,0.4738575239534835,0.12239015373781506,24,24
