model_type,model_label,n_gauges,median_eval_nse,median_eval_kge,median_beta_de_distance,median_abs_log10_tau_error,spearman_nse_vs_beta_de_distance,spearman_p_value
rrmpg_gr4j,RRMPG GR4J,579,0.3251871924293316,0.46537574901074286,0.5186608809329395,0.9916780993590149,0.0772438027539469,0.06324972552513228
rrmpg_hbvedu,RRMPG HBV-Edu,602,0.4416269289396038,0.5657322013318843,0.5395939743338178,0.7580569995435888,0.057077507086487844,0.16191326681066542
global_lstm,global LSTM,658,0.46313250414675233,0.4908051108189563,0.4344543242654302,0.638694926580242,-0.3824414416958785,2.4074113477338936e-24
seasonal_climatology,seasonal climatology,287,0.020743615242559188,-0.09238844753861275,0.5825674862948058,1.0408009422358766,0.03702852026022758,0.5321157381238276
seasonal_ar1_null,seasonal AR(1) null,666,-0.15862005915651678,0.09741506136829042,0.476160401887735,0.19802849448192625,0.0142425231196635,0.7137050962554305
lagged_q_lower_bound,lagged-Q lower bound,666,0.4982291896544652,0.7491347698368699,0.0017727198079311168,0.00029707727815371043,0.3705409030904178,4.199623715766608e-23
