seed_index,n_gauges,median_eval_nse,median_eval_kge,median_beta_de_distance,median_abs_log10_tau_error
0,654,0.46322253006778685,0.49556697929797183,0.44293562908155,0.6815697745215374
1,658,0.45964596322969903,0.5224307963484239,0.40980977878508495,0.5735746908687362
2,653,0.44990521552918705,0.46408999020725994,0.4363637067258681,0.7144491556863319
3,655,0.45003007450700894,0.4570942173750844,0.4345278026072988,0.6664473541234915
4,653,0.435331542905145,0.4344542032150067,0.4431953528971957,0.7092003910200873
