archive,family,draw,raw_axis_weighted_variance,de_axis_weighted_variance,reduction_vs_raw,raw_bins_used,de_bins_used,n_units,n_curve_points
CAMELS-US,matched_ar1,30,0.17812573027934142,0.05533734606242992,0.6893354712109898,24,24,673,84125
CAMELS-US,matched_ar1,31,0.17732162844987254,0.05456249751531612,0.6922964333663306,24,24,673,84125
CAMELS-US,matched_ar1,32,0.17908052561913473,0.05557076660252543,0.6896883878891871,24,24,673,84125
CAMELS-US,matched_ar1,33,0.17813932680145816,0.0551321327201703,0.6905111649960551,24,24,673,84125
CAMELS-US,matched_ar1,34,0.17791148966148398,0.055397704592616163,0.6886221081166677,24,24,673,84125
CAMELS-US,matched_ar1,35,0.1771699482276843,0.054191262138598074,0.6941283627347686,24,24,673,84125
CAMELS-US,matched_ar1,36,0.17760051142244204,0.055020245019360176,0.690202215192452,24,24,673,84125
CAMELS-US,matched_ar1,37,0.1779689611896574,0.05474822986899016,0.692372032162135,24,24,673,84125
CAMELS-US,matched_ar1,38,0.1785290820958579,0.05499367873056629,0.691962350979666,24,24,673,84125
CAMELS-US,matched_ar1,40,0.17720820864210818,0.054518138717947084,0.6923498119206624,24,24,673,84125
CAMELS-US,matched_ar1,39,0.17648928337311492,0.05522254877115502,0.6871053714099492,24,24,673,84125
CAMELS-US,matched_ar1,41,0.17799538683826308,0.05462095839268918,0.6931327302188963,24,24,673,84125
CAMELS-US,matched_ar1,43,0.17695152569356085,0.053523528181194546,0.6975243475781897,24,24,673,84125
CAMELS-US,matched_ar1,42,0.1769779206665564,0.05574634037804692,0.6850096318903054,24,24,673,84125
CAMELS-US,matched_ar1,44,0.1778135863424302,0.055037569444094804,0.690476017180687,24,24,673,84125
CAMELS-US,matched_ar1,45,0.17686553074894992,0.05478971384196643,0.6902182488020395,24,24,673,84125
CAMELS-US,matched_ar1,46,0.177451609948958,0.05450216172191507,0.6928618357557195,24,24,673,84125
CAMELS-US,matched_ar1,47,0.17718053313169146,0.055497071752049223,0.6867766973542155,24,24,673,84125
CAMELS-US,matched_ar1,48,0.17715348344909568,0.055052153622437386,0.6892403550266264,24,24,673,84125
CAMELS-US,matched_ar1,49,0.17655522570633717,0.05460872240727657,0.6906989176400431,24,24,673,84125
CAMELS-US,matched_ar1,50,0.17744386287223357,0.05444800888335151,0.6931536092484857,24,24,673,84125
CAMELS-US,matched_ar1,51,0.17676597988189247,0.05505429223814307,0.6885470141091175,24,24,673,84125
CAMELS-US,matched_ar1,52,0.1763035108063887,0.055018693477053716,0.687931946304384,24,24,673,84125
CAMELS-US,matched_ar1,53,0.17712237361153335,0.054700049053688374,0.691173690040666,24,24,673,84125
CAMELS-US,matched_ar1,55,0.17800297844627014,0.05451393956850274,0.6937470370196211,24,24,673,84125
CAMELS-US,matched_ar1,54,0.17764561082397684,0.055130221364891215,0.6896617872562136,24,24,673,84125
CAMELS-US,matched_ar1,56,0.17915386465981878,0.05570254285695372,0.6890798701846432,24,24,673,84125
CAMELS-US,matched_ar1,57,0.17851978765273385,0.05402163489645084,0.6973913334384164,24,24,673,84125
CAMELS-US,matched_ar1,58,0.17749373296548893,0.054434466140097414,0.6933161231631688,24,24,673,84125
CAMELS-US,matched_ar1,59,0.17847886198199897,0.05547093416094873,0.6892016592612327,24,24,673,84125
CAMELS-US,matched_ar1,60,0.17732937875502525,0.05611625665765259,0.6835478866974696,24,24,673,84125
CAMELS-US,matched_ar1,61,0.17736792889210892,0.054666128743895266,0.6917924842142792,24,24,673,84125
CAMELS-US,matched_ar1,62,0.17719175081303332,0.054587380868321336,0.6919304616730151,24,24,673,84125
CAMELS-US,matched_ar1,63,0.17787370089099877,0.055659366499148634,0.6870849022630008,24,24,673,84125
CAMELS-US,matched_ar1,64,0.1785863539241375,0.055492700956246414,0.6892668463357541,24,24,673,84125
CAMELS-US,matched_ar1,65,0.17738837169666627,0.05532495563185012,0.6881139665318329,24,24,673,84125
CAMELS-US,matched_ar1,66,0.17765677117928172,0.054784736006072095,0.6916259614400722,24,24,673,84125
CAMELS-US,matched_ar1,67,0.177625155122686,0.05601932969968704,0.6846205163846619,24,24,673,84125
CAMELS-US,matched_ar1,68,0.17821769979153312,0.054996521064880295,0.6914081983483601,24,24,673,84125
CAMELS-US,matched_ar1,69,0.1785458827282148,0.05542831258363688,0.6895570385792056,24,24,673,84125
CAMELS-US,matched_ar1,70,0.17806910434824566,0.055272836893592386,0.6895989503855955,24,24,673,84125
CAMELS-US,matched_ar1,71,0.1773988604346104,0.05504755061949961,0.6896961430043106,24,24,673,84125
CAMELS-US,matched_ar1,72,0.17888590716055786,0.05576522236892176,0.6882637472449407,24,24,673,84125
CAMELS-US,matched_ar1,73,0.17885593126655114,0.055539764961259494,0.6894720540271717,24,24,673,84125
CAMELS-US,matched_ar1,74,0.1781675038521511,0.05425069616148217,0.6955073456801579,24,24,673,84125
CAMELS-US,matched_ar1,75,0.17822999604454,0.05466532854164928,0.6932877194925802,24,24,673,84125
CAMELS-US,matched_ar1,76,0.1774074262167433,0.05359773659105941,0.6978833539607432,24,24,673,84125
CAMELS-US,matched_ar1,77,0.1779852919855472,0.054190928311407184,0.6955314244965387,24,24,673,84125
CAMELS-US,matched_ar1,78,0.17609120473336956,0.053743136246477245,0.6947994289217738,24,24,673,84125
CAMELS-US,matched_ar1,79,0.17828011450836587,0.055811742908267466,0.6869435323048971,24,24,673,84125
CAMELS-US,matched_ar1,80,0.1780634239834701,0.0550401756597782,0.6908956683609113,24,24,673,84125
CAMELS-US,matched_ar1,81,0.17810873560732873,0.05574398299264672,0.6870227459502947,24,24,673,84125
CAMELS-US,matched_ar1,82,0.1783905114205137,0.05497245030779513,0.6918420723722771,24,24,673,84125
CAMELS-US,matched_ar1,83,0.1767270555073923,0.05513045783784325,0.6880474374477585,24,24,673,84125
CAMELS-US,matched_ar1,84,0.17799856743307105,0.055061899450226534,0.6906609966345361,24,24,673,84125
CAMELS-US,matched_ar1,85,0.17782420360533577,0.05614240173940644,0.6842814386279539,24,24,673,84125
CAMELS-US,matched_ar1,86,0.17799760730211583,0.05510365390872076,0.6904247492765834,24,24,673,84125
CAMELS-US,matched_ar1,87,0.17849498713551326,0.055169746988730395,0.6909171071182769,24,24,673,84125
CAMELS-US,matched_ar1,88,0.17622511520498038,0.05450951489467647,0.6906824839849164,24,24,673,84125
CAMELS-US,matched_ar1,89,0.1785818731148566,0.05491081212383538,0.6925174365904485,24,24,673,84125
CAMELS-US,matched_ar1,90,0.17765936001378346,0.05577834651427059,0.6860376705739393,24,24,673,84125
CAMELS-US,matched_ar1,91,0.17744946118877877,0.054941276694017216,0.6903835248303842,24,24,673,84125
CAMELS-US,matched_ar1,92,0.17698416108682347,0.05548090961528874,0.6865204814114899,24,24,673,84125
CAMELS-US,matched_ar1,93,0.17855227872038013,0.0556716400200564,0.6882053792926364,24,24,673,84125
CAMELS-US,matched_ar1,94,0.17752117038720652,0.05561411065314796,0.6867184317687671,24,24,673,84125
CAMELS-US,matched_ar1,95,0.177204012110031,0.055539262790580655,0.6865801054431275,24,24,673,84125
CAMELS-US,matched_ar1,96,0.17699754900946718,0.05461417104838514,0.6914410885686109,24,24,673,84125
CAMELS-US,matched_ar1,97,0.1768828247816396,0.05523390735344624,0.6877373061989933,24,24,673,84125
CAMELS-US,matched_ar1,98,0.17835732082959418,0.05580003262709002,0.6871447027374762,24,24,673,84125
CAMELS-US,matched_ar1,99,0.1776873140734426,0.05516079734028985,0.6895625462744599,24,24,673,84125
CAMELS-GB,matched_ar1,0,0.12812792802056086,0.044242309104016386,0.6547020638863623,24,23,664,83000
CAMELS-GB,matched_ar1,1,0.12814060650339168,0.04376672107825882,0.6584476828030279,24,23,664,83000
CAMELS-GB,matched_ar1,2,0.12702544075718553,0.04375276498925386,0.6555590381859875,24,23,664,83000
CAMELS-GB,matched_ar1,4,0.12775465437531042,0.04389537703403702,0.6564087840973397,24,23,664,83000
CAMELS-GB,matched_ar1,3,0.12699335033674314,0.04329625398786944,0.6590667631567912,24,24,664,83000
CAMELS-GB,matched_ar1,5,0.12697021733981922,0.0437191550445852,0.6556739370810354,24,23,664,83000
CAMELS-GB,matched_ar1,6,0.12685231101868563,0.04331063926085475,0.6585742986229475,24,24,664,83000
CAMELS-GB,matched_ar1,7,0.12739039618553918,0.04375872579498988,0.6564990210780333,24,23,664,83000
CAMELS-GB,matched_ar1,8,0.12682143437485144,0.04380947958672262,0.6545577661798627,24,23,664,83000
CAMELS-GB,matched_ar1,9,0.12732046955954496,0.043448527013324266,0.6587467265583375,24,23,664,83000
CAMELS-GB,matched_ar1,10,0.1271404356038456,0.043472867455310905,0.6580720582807569,24,23,664,83000
CAMELS-GB,matched_ar1,11,0.12582060243670065,0.04322245191462735,0.6564755606191583,24,23,664,83000
CAMELS-GB,matched_ar1,12,0.1272826935522212,0.04348629040306869,0.6583487574826717,24,23,664,83000
CAMELS-GB,matched_ar1,13,0.12702428853476536,0.04277474025103076,0.6632554234749859,24,23,664,83000
CAMELS-GB,matched_ar1,14,0.12769562322484673,0.043650412794513836,0.6581682935392852,24,23,664,83000
CAMELS-GB,matched_ar1,15,0.12770222675477746,0.04390365554285808,0.6562028974861583,24,24,664,83000
CAMELS-GB,matched_ar1,16,0.1278019415489771,0.04390369407921871,0.6564708364591343,24,23,664,83000
CAMELS-GB,matched_ar1,17,0.12736424428039966,0.043993144120139625,0.6545879546595024,24,24,664,83000
CAMELS-GB,matched_ar1,18,0.1280973437532681,0.04395941689889765,0.6568280370936566,24,23,664,83000
CAMELS-GB,matched_ar1,21,0.12605148122542162,0.04309241407647962,0.6581363927059598,24,23,664,83000
CAMELS-GB,matched_ar1,19,0.1270757571762432,0.04345332803425735,0.6580517873760036,24,23,664,83000
CAMELS-GB,matched_ar1,20,0.12731590917143068,0.043371098229870765,0.6593426657192414,24,23,664,83000
CAMELS-GB,matched_ar1,22,0.12719949722884144,0.04384706025434961,0.6552890442997156,24,24,664,83000
CAMELS-GB,matched_ar1,24,0.127520816372256,0.04398679489833071,0.6550618467660574,24,23,664,83000
CAMELS-GB,matched_ar1,23,0.12783425574295687,0.043983786333511146,0.655931142416539,24,24,664,83000
CAMELS-GB,matched_ar1,25,0.12728655680980136,0.04324751780316022,0.6602349934896655,24,24,664,83000
CAMELS-GB,matched_ar1,26,0.12763600711388434,0.043538689746072334,0.6588839565685837,24,24,664,83000
CAMELS-GB,matched_ar1,27,0.12667629571007122,0.04427748003889194,0.6504675180885344,24,23,664,83000
CAMELS-GB,matched_ar1,28,0.12750144913710515,0.04383261130045794,0.6562187206725489,24,24,664,83000
CAMELS-GB,matched_ar1,29,0.12754586567105783,0.04379777298251165,0.6566115824132899,24,23,664,83000
CAMELS-GB,matched_ar1,30,0.12721891080717596,0.04396913247922965,0.6543821024700244,24,24,664,83000
CAMELS-GB,matched_ar1,31,0.12679645449335805,0.043309080686058335,0.6584361853088961,24,23,664,83000
CAMELS-GB,matched_ar1,32,0.12765004868333826,0.04359871542993141,0.6584512432260262,24,23,664,83000
CAMELS-GB,matched_ar1,33,0.12724387346302174,0.0434002525427883,0.6589206901548716,24,24,664,83000
CAMELS-GB,matched_ar1,34,0.12697835193851248,0.0437222559010304,0.6556715752445559,24,23,664,83000
CAMELS-GB,matched_ar1,35,0.12751068603331336,0.04440888881947733,0.651724179353289,24,23,664,83000
CAMELS-GB,matched_ar1,36,0.1274895420082748,0.04404100471363155,0.654552020347104,24,23,664,83000
CAMELS-GB,matched_ar1,37,0.1273030197739894,0.043428513102384186,0.6588571647437265,24,23,664,83000
CAMELS-GB,matched_ar1,38,0.12653484314118219,0.043408306847698606,0.6569458200594956,24,24,664,83000
CAMELS-GB,matched_ar1,39,0.1273541084851087,0.0439832928460118,0.6546378175843877,24,23,664,83000
CAMELS-GB,matched_ar1,40,0.12795904411268805,0.04379813137632368,0.6577175792454926,24,23,664,83000
CAMELS-GB,matched_ar1,41,0.12683229612069186,0.04343935474352683,0.6575055717497179,24,23,664,83000
CAMELS-GB,matched_ar1,42,0.12711568458342645,0.042512637782227684,0.6655594632436841,24,24,664,83000
CAMELS-GB,matched_ar1,43,0.12753789931146026,0.04366371482327628,0.657641257547726,24,23,664,83000
CAMELS-GB,matched_ar1,44,0.12707673086600382,0.04349098712804704,0.6577580582088931,24,23,664,83000
CAMELS-GB,matched_ar1,45,0.12760585210586364,0.04441923401609309,0.6519028454961278,24,23,664,83000
CAMELS-GB,matched_ar1,46,0.12767191642417217,0.04372382192591187,0.6575298378020303,24,23,664,83000
CAMELS-GB,matched_ar1,47,0.1272175754607157,0.043483956783189406,0.6581922220596235,24,23,664,83000
CAMELS-GB,matched_ar1,48,0.12715769248023814,0.043645880070349384,0.6567578475275297,24,23,664,83000
CAMELS-GB,matched_ar1,49,0.12690477682310822,0.04365294702315163,0.656018093913051,24,23,664,83000
CAMELS-GB,matched_ar1,50,0.12631985986779434,0.04365235349291342,0.6544300038125459,24,23,664,83000
CAMELS-GB,matched_ar1,51,0.12672511654864285,0.043807221943678094,0.6543130269928543,24,23,664,83000
CAMELS-GB,matched_ar1,52,0.1270112113965887,0.04278083359201127,0.6631727772564155,24,23,664,83000
CAMELS-GB,matched_ar1,53,0.12625871059680444,0.04301706572985422,0.6592942734285854,24,23,664,83000
CAMELS-GB,matched_ar1,54,0.12782669284420273,0.044153856899892825,0.6545803077788435,24,23,664,83000
CAMELS-GB,matched_ar1,55,0.12700561952499587,0.04406530882794769,0.6530444165167413,24,23,664,83000
CAMELS-GB,matched_ar1,56,0.1268267430914818,0.04382896241377414,0.6544186080520908,24,23,664,83000
CAMELS-GB,matched_ar1,57,0.12790639271735327,0.044357746349308703,0.6532014905046211,24,23,664,83000
CAMELS-GB,matched_ar1,58,0.12773315833272691,0.044136442229920456,0.6544637053837561,24,24,664,83000
CAMELS-GB,matched_ar1,59,0.1267863871516329,0.04347189320343117,0.657124915536555,24,23,664,83000
CAMELS-GB,matched_ar1,60,0.1275693174402691,0.04368675577283321,0.6575449594822175,24,23,664,83000
CAMELS-GB,matched_ar1,61,0.12708737155341399,0.04369444548035759,0.6561857803315012,24,23,664,83000
CAMELS-GB,matched_ar1,62,0.1263897974081798,0.04341758920472437,0.6564786866102339,24,23,664,83000
CAMELS-GB,matched_ar1,63,0.12752213004690538,0.043872327043667274,0.6559630314555592,24,23,664,83000
CAMELS-GB,matched_ar1,64,0.1272546450604169,0.04360014045311426,0.6573787901226384,24,23,664,83000
CAMELS-GB,matched_ar1,65,0.12717000819738275,0.04322420299738694,0.6601069418011052,24,23,664,83000
CAMELS-GB,matched_ar1,66,0.12763428580767902,0.04404210406326309,0.6549351627224499,24,23,664,83000
CAMELS-GB,matched_ar1,67,0.12773967826784605,0.04385206852514596,0.6567075389590662,24,23,664,83000
CAMELS-GB,matched_ar1,68,0.1271594860429078,0.044044065857050396,0.6536313001281833,24,23,664,83000
CAMELS-GB,matched_ar1,70,0.12734439323777416,0.04296401766181528,0.6626155532297839,24,23,664,83000
CAMELS-GB,matched_ar1,69,0.12717741464523347,0.04447272524056508,0.6503095666426029,24,23,664,83000
CAMELS-GB,matched_ar1,71,0.12722115453018143,0.04337621738131837,0.6590487050561393,24,23,664,83000
CAMELS-GB,matched_ar1,72,0.126672803345947,0.043370192123061604,0.6576203338248039,24,23,664,83000
CAMELS-GB,matched_ar1,73,0.12728227329676275,0.04347187321981161,0.6584608988051657,24,23,664,83000
CAMELS-GB,matched_ar1,74,0.1273294570912335,0.0434309025953183,0.65890922974564,24,24,664,83000
CAMELS-GB,matched_ar1,75,0.12633080451959983,0.04357912277541485,0.6550396164962784,24,23,664,83000
CAMELS-GB,matched_ar1,76,0.1266571320758355,0.043498534492677286,0.6565646657257904,24,24,664,83000
CAMELS-GB,matched_ar1,77,0.1280890488407899,0.043784361889750996,0.6581724801144133,24,23,664,83000
CAMELS-GB,matched_ar1,78,0.12705856471942528,0.04416926476338679,0.6523708192287332,24,23,664,83000
CAMELS-GB,matched_ar1,79,0.1276591658822983,0.04413239509846345,0.6542951319362881,24,23,664,83000
CAMELS-GB,matched_ar1,80,0.12709390091595765,0.04342775955790976,0.6583017812426193,24,23,664,83000
CAMELS-GB,matched_ar1,81,0.1273970152418604,0.04366760785523192,0.6572320962753332,24,23,664,83000
CAMELS-GB,matched_ar1,82,0.12772224132824989,0.04390444462178016,0.6562505937478464,24,23,664,83000
CAMELS-GB,matched_ar1,83,0.1275527704776073,0.043309224119235566,0.6604603415741661,24,23,664,83000
CAMELS-GB,matched_ar1,84,0.12789421778452173,0.04378290860312798,0.6576631112682971,24,23,664,83000
CAMELS-GB,matched_ar1,85,0.12695602118949076,0.043471015759573205,0.6575899642074505,24,23,664,83000
CAMELS-GB,matched_ar1,86,0.12710128813398383,0.04330431606628952,0.659292862393021,24,23,664,83000
CAMELS-GB,matched_ar1,87,0.1272615759035886,0.04377531043854506,0.6560209935502563,24,23,664,83000
CAMELS-GB,matched_ar1,88,0.12707263667931448,0.043448982179176546,0.6580775899942479,24,23,664,83000
CAMELS-GB,matched_ar1,89,0.1276565012250033,0.04423587325229112,0.6534773174276305,24,23,664,83000
CAMELS-GB,matched_ar1,90,0.127860606463984,0.04331457359274751,0.6612359757190074,24,23,664,83000
CAMELS-GB,matched_ar1,91,0.1268499219798732,0.04358898876634608,0.6563735468969214,24,23,664,83000
CAMELS-GB,matched_ar1,92,0.12752885246730164,0.043271213878398926,0.6606947130690002,24,23,664,83000
CAMELS-GB,matched_ar1,93,0.12731364265960884,0.044168203630370495,0.6530756428950786,24,23,664,83000
CAMELS-GB,matched_ar1,94,0.1260405100189357,0.043537321166799633,0.6545767613899784,24,23,664,83000
CAMELS-GB,matched_ar1,95,0.12765614727898994,0.043700469612053136,0.657670464419182,24,24,664,83000
CAMELS-GB,matched_ar1,96,0.1269583215991192,0.043834972589856296,0.6547294258641144,24,23,664,83000
CAMELS-GB,matched_ar1,98,0.12750168622898903,0.04418525681935386,0.6534535493122928,24,23,664,83000
CAMELS-GB,matched_ar1,97,0.12680663171773898,0.044059851108105154,0.6525430057461133,24,23,664,83000
CAMELS-GB,matched_ar1,99,0.12748119845341413,0.04396633161579439,0.655115168752817,24,23,664,83000
