axis,weighted_variance,mean_variance,median_variance,n_bins,n_station_bin_values,variance_reduction_vs_raw
raw_frequency,0.2756899084623408,0.2756899084623408,0.21441921991993346,24,15936,0.0
de_normalized,0.2351804673260778,0.3079066384062842,0.3583299192788381,24,9401,0.1469384257196944
constant_tau,0.2756899084623408,0.2756899084623408,0.21441921991993346,24,15936,0.0
