gauge_id,model_type,model_label,n_eval_years,train_nse,eval_nse,eval_kge,obs_tau_eval_days,model_tau_eval_days,abs_log10_tau_error,beta_de_median_abs_distance,beta_raw_median_abs_distance,param_calibration,param_seed,seed_index,seed
10002,global_lstm,global LSTM,15.496235455167694,0.7496969574914184,0.49645194030999684,0.5042091643563061,9.369621400960744,86.05269548195302,0.9630424358815176,0.47190450850774024,0.6336443291230802,global_lstm_seed_ensemble_seed=0,20265608,0,20265608
10003,global_lstm,global LSTM,11.811088295687885,0.7874377995804731,0.5040003488560908,0.6352388970299621,13.222616882562223,39.05641142055682,0.47037492226402844,0.19402955303813452,0.22817599827539992,global_lstm_seed_ensemble_seed=0,20265608,0,20265608
1001,global_lstm,global LSTM,8.06570841889117,0.7206462343032265,0.38862151175371606,0.35910295783945756,4.422390586852748,132.94077142937735,1.4780010976171032,0.567116223470398,1.1381741167688864,global_lstm_seed_ensemble_seed=0,20265608,0,20265608
101002,global_lstm,global LSTM,15.173169062286105,0.608142529290294,0.49873277705921226,0.6819159960169296,17.994716206414683,59.39644302228664,0.5186154360651997,0.795869154601138,1.2835554213234235,global_lstm_seed_ensemble_seed=0,20265608,0,20265608
101005,global_lstm,global LSTM,12.11772758384668,0.659095061499273,0.5078327461902297,0.7549109575530061,12.739093304268954,77.56691036343314,0.7845379745147028,0.8179688560243499,1.37317426434443,global_lstm_seed_ensemble_seed=0,20265608,0,20265608
102001,global_lstm,global LSTM,10.182067077344286,0.6931835163107194,0.3490127211278389,0.25588630100941456,3.9271899054016717,77.64687541997063,1.2960420812498634,0.1880312825108108,1.2900975255184055,global_lstm_seed_ensemble_seed=0,20265608,0,20265608
106001,global_lstm,global LSTM,7.72621492128679,0.782228410731554,0.15334803983663559,0.44345359716417854,6.85031159820377,144.77047414523486,1.3249696702098288,1.277671681363095,0.2513196348589698,global_lstm_seed_ensemble_seed=0,20265608,0,20265608
107001,global_lstm,global LSTM,6.940451745379876,0.6436700836201499,0.1276647126136604,0.16526485862499618,2.6793960512889297,157.9802943246656,1.7705660055991592,,0.631120093228255,global_lstm_seed_ensemble_seed=0,20265608,0,20265608
11001,global_lstm,global LSTM,15.597535934291582,0.7837894072338176,0.5402873323002646,0.6625059371344703,11.4423369840309,43.12404242072081,0.576204730715536,0.3815449427575366,0.43289699571891305,global_lstm_seed_ensemble_seed=0,20265608,0,20265608
11003,global_lstm,global LSTM,14.822724161533197,0.7317891437894162,0.45559005357545834,0.6180292664508076,6.642162233296286,79.03814150616742,1.0755272408132912,0.24923169849121263,0.9568146367915986,global_lstm_seed_ensemble_seed=0,20265608,0,20265608
11004,global_lstm,global LSTM,11.227926078028748,0.6810264828325208,0.49356715160647735,0.6562813560456124,13.127964898529983,35.40556037854901,0.4308740657040135,0.3815908340214298,0.6554513146303529,global_lstm_seed_ensemble_seed=0,20265608,0,20265608
12001,global_lstm,global LSTM,15.597535934291582,0.6918143084510664,0.4408105186177935,0.5110378420858088,5.6064840879852085,76.70349691953821,1.1361245700265432,0.07925701154729725,1.0107616486456361,global_lstm_seed_ensemble_seed=0,20265608,0,20265608
12002,global_lstm,global LSTM,14.973305954825461,0.7545932227741764,0.4948647432065043,0.556278844435558,5.930257265412479,74.13039022458018,1.0969227520045148,0.28385591253283005,0.8863899725634959,global_lstm_seed_ensemble_seed=0,20265608,0,20265608
12005,global_lstm,global LSTM,13.79876796714579,0.6034921701029987,0.46458045934216297,0.48629581085032925,5.968278540908192,57.90531191810313,0.9868693218073362,0.35414992856334937,0.6128696736825812,global_lstm_seed_ensemble_seed=0,20265608,0,20265608
12006,global_lstm,global LSTM,13.17180013689254,0.6320381995803918,0.33337141832459927,0.3908800442647331,4.127178854444125,82.51780479961756,1.3008943762601368,0.45999235755024004,0.9322295080502339,global_lstm_seed_ensemble_seed=0,20265608,0,20265608
12007,global_lstm,global LSTM,12.016427104722792,0.5212470856749598,0.2743563006809214,0.26582302410796343,3.817852400739543,104.91526497281407,1.439019547383543,0.5254987064030349,0.8323945932782363,global_lstm_seed_ensemble_seed=0,20265608,0,20265608
12008,global_lstm,global LSTM,11.312799452429843,0.7606311787186214,0.5758957689308133,0.5034832526459216,5.396233609219593,33.76371009008314,0.7963594200528163,0.4114591501628444,1.0317392985780327,global_lstm_seed_ensemble_seed=0,20265608,0,20265608
12009,global_lstm,global LSTM,11.40041067761807,0.5706880367830021,0.5444321162958101,0.5414508902097178,3.1898214678530974,10.107052895280093,0.500858162018303,0.5783314268769504,0.9689636940859092,global_lstm_seed_ensemble_seed=0,20265608,0,20265608
13001,global_lstm,global LSTM,12.922655715263518,0.7947683305839526,0.49109129029974086,0.4357470247369879,5.787194426965098,36.6891104579934,0.8020691090473012,0.06753441150288797,1.0242131137183161,global_lstm_seed_ensemble_seed=0,20265608,0,20265608
13004,global_lstm,global LSTM,11.323750855578371,0.7921720348485434,0.5336171392787257,0.4961443486500762,7.476978062031977,69.72131406521761,0.9696394574365236,0.2032968493393954,1.067564874125862,global_lstm_seed_ensemble_seed=0,20265608,0,20265608
