gauge_id,n_models,rank_kendall_tau_nse_vs_beta,rank_kendall_p,best_nse_model,best_beta_model,best_nse_is_best_beta
37031,4,1.0,0.08333333333333333,rrmpg_hbvedu,rrmpg_hbvedu,True
37033,4,0.0,1.0,global_lstm,rrmpg_hbvedu,False
38001,4,0.6666666666666669,0.3333333333333333,global_lstm,rrmpg_hbvedu,False
38003,4,0.3333333333333334,0.75,rrmpg_gr4j,seasonal_ar1_null,False
38004,4,0.6666666666666669,0.3333333333333333,global_lstm,global_lstm,True
38007,5,-0.19999999999999998,0.8166666666666667,global_lstm,seasonal_climatology,False
38017,4,-0.3333333333333334,0.75,rrmpg_gr4j,seasonal_ar1_null,False
38018,4,0.0,1.0,rrmpg_hbvedu,seasonal_ar1_null,False
38021,4,0.3333333333333334,0.75,global_lstm,global_lstm,True
38026,5,0.39999999999999997,0.48333333333333334,rrmpg_hbvedu,global_lstm,False
38029,5,-0.39999999999999997,0.48333333333333334,rrmpg_hbvedu,seasonal_climatology,False
38030,5,-0.39999999999999997,0.48333333333333334,rrmpg_hbvedu,seasonal_climatology,False
39001,4,0.0,1.0,rrmpg_hbvedu,rrmpg_hbvedu,True
39002,4,0.6666666666666669,0.3333333333333333,rrmpg_hbvedu,global_lstm,False
39004,5,-0.6,0.23333333333333334,rrmpg_gr4j,seasonal_ar1_null,False
39005,4,-1.0,0.08333333333333333,rrmpg_hbvedu,seasonal_ar1_null,False
39006,4,0.3333333333333334,0.75,rrmpg_gr4j,rrmpg_hbvedu,False
39007,5,0.39999999999999997,0.48333333333333334,rrmpg_hbvedu,rrmpg_hbvedu,True
39008,5,0.39999999999999997,0.48333333333333334,rrmpg_hbvedu,rrmpg_hbvedu,True
39010,4,0.0,1.0,rrmpg_gr4j,seasonal_ar1_null,False
39011,4,-0.3333333333333334,0.75,rrmpg_hbvedu,rrmpg_gr4j,False
39012,4,-0.3333333333333334,0.75,rrmpg_hbvedu,global_lstm,False
39014,4,0.3333333333333334,0.75,rrmpg_gr4j,seasonal_ar1_null,False
39015,4,0.0,1.0,rrmpg_hbvedu,seasonal_ar1_null,False
39016,4,0.0,1.0,rrmpg_hbvedu,rrmpg_gr4j,False
39017,5,0.0,1.0,rrmpg_hbvedu,global_lstm,False
39019,4,-0.3333333333333334,0.75,rrmpg_gr4j,seasonal_ar1_null,False
39020,4,1.0,0.08333333333333333,rrmpg_hbvedu,rrmpg_hbvedu,True
39021,4,-0.3333333333333334,0.75,rrmpg_hbvedu,seasonal_ar1_null,False
39022,4,-0.3333333333333334,0.75,rrmpg_hbvedu,global_lstm,False
39023,4,0.0,1.0,rrmpg_hbvedu,seasonal_ar1_null,False
39025,5,0.19999999999999998,0.8166666666666667,global_lstm,global_lstm,True
39027,4,-0.3333333333333334,0.75,rrmpg_gr4j,rrmpg_hbvedu,False
39028,4,0.3333333333333334,0.75,rrmpg_gr4j,seasonal_ar1_null,False
39029,4,0.0,1.0,rrmpg_hbvedu,rrmpg_gr4j,False
39034,4,0.3333333333333334,0.75,rrmpg_hbvedu,global_lstm,False
39035,4,0.0,1.0,rrmpg_hbvedu,seasonal_ar1_null,False
39036,5,-0.19999999999999998,0.8166666666666667,rrmpg_hbvedu,seasonal_climatology,False
39037,4,0.0,1.0,rrmpg_gr4j,seasonal_ar1_null,False
39042,4,0.0,1.0,rrmpg_hbvedu,rrmpg_gr4j,False
39049,4,0.3333333333333334,0.75,global_lstm,rrmpg_hbvedu,False
39052,5,0.39999999999999997,0.48333333333333334,rrmpg_hbvedu,global_lstm,False
39054,5,0.0,1.0,rrmpg_hbvedu,global_lstm,False
39056,5,-0.6,0.23333333333333334,rrmpg_hbvedu,global_lstm,False
39061,4,-0.3333333333333334,0.75,rrmpg_gr4j,seasonal_ar1_null,False
39065,4,0.6666666666666669,0.3333333333333333,rrmpg_gr4j,seasonal_ar1_null,False
39069,5,0.39999999999999997,0.48333333333333334,rrmpg_hbvedu,global_lstm,False
39072,4,1.0,0.08333333333333333,rrmpg_hbvedu,rrmpg_hbvedu,True
39078,4,-0.3333333333333334,0.75,rrmpg_gr4j,global_lstm,False
39081,4,-0.3333333333333334,0.75,rrmpg_gr4j,seasonal_ar1_null,False
39087,5,0.19999999999999998,0.8166666666666667,rrmpg_hbvedu,global_lstm,False
39088,4,0.0,1.0,rrmpg_gr4j,seasonal_ar1_null,False
39095,5,-0.39999999999999997,0.48333333333333334,rrmpg_hbvedu,global_lstm,False
39099,4,0.3333333333333334,0.75,rrmpg_gr4j,seasonal_ar1_null,False
39101,4,0.0,1.0,rrmpg_gr4j,seasonal_ar1_null,False
39105,5,-0.19999999999999998,0.8166666666666667,rrmpg_hbvedu,seasonal_climatology,False
39108,4,0.0,1.0,rrmpg_gr4j,seasonal_ar1_null,False
39114,5,0.39999999999999997,0.48333333333333334,seasonal_climatology,seasonal_ar1_null,False
39120,4,-0.6666666666666669,0.3333333333333333,rrmpg_hbvedu,seasonal_ar1_null,False
39125,5,-0.19999999999999998,0.8166666666666667,seasonal_climatology,seasonal_ar1_null,False
39127,4,0.0,1.0,rrmpg_gr4j,seasonal_ar1_null,False
39141,4,0.3333333333333334,0.75,rrmpg_gr4j,rrmpg_gr4j,True
39142,4,0.3333333333333334,0.75,seasonal_ar1_null,rrmpg_hbvedu,False
39143,4,-0.3333333333333334,0.75,rrmpg_gr4j,seasonal_ar1_null,False
39144,4,-0.6666666666666669,0.3333333333333333,global_lstm,seasonal_ar1_null,False
40003,5,0.9999999999999999,0.016666666666666666,rrmpg_hbvedu,rrmpg_hbvedu,True
40004,5,0.0,1.0,rrmpg_hbvedu,global_lstm,False
40005,4,0.6666666666666669,0.3333333333333333,rrmpg_hbvedu,rrmpg_hbvedu,True
40006,4,-0.3333333333333334,0.75,rrmpg_gr4j,seasonal_ar1_null,False
40007,5,-0.6,0.23333333333333334,global_lstm,seasonal_climatology,False
40009,5,-0.19999999999999998,0.8166666666666667,global_lstm,seasonal_ar1_null,False
4001,5,0.19999999999999998,0.8166666666666667,rrmpg_gr4j,rrmpg_hbvedu,False
40010,4,1.0,0.08333333333333333,global_lstm,global_lstm,True
40012,4,0.3333333333333334,0.75,rrmpg_gr4j,rrmpg_hbvedu,False
40013,4,0.0,1.0,global_lstm,rrmpg_gr4j,False
40016,5,0.0,1.0,rrmpg_hbvedu,seasonal_climatology,False
40017,5,-0.39999999999999997,0.48333333333333334,global_lstm,seasonal_climatology,False
40018,5,0.0,1.0,rrmpg_gr4j,rrmpg_hbvedu,False
40020,5,-0.6,0.23333333333333334,rrmpg_hbvedu,seasonal_climatology,False
40021,5,-0.19999999999999998,0.8166666666666667,global_lstm,seasonal_climatology,False
40033,4,0.0,1.0,seasonal_ar1_null,seasonal_ar1_null,True
41001,5,-0.39999999999999997,0.48333333333333334,rrmpg_hbvedu,seasonal_ar1_null,False
41003,4,0.0,1.0,rrmpg_hbvedu,rrmpg_hbvedu,True
41004,4,-0.6666666666666669,0.3333333333333333,rrmpg_hbvedu,global_lstm,False
41005,4,0.6666666666666669,0.3333333333333333,global_lstm,global_lstm,True
41006,4,-1.0,0.08333333333333333,rrmpg_hbvedu,seasonal_ar1_null,False
41009,5,0.19999999999999998,0.8166666666666667,rrmpg_hbvedu,rrmpg_hbvedu,True
41011,4,0.6666666666666669,0.3333333333333333,rrmpg_gr4j,rrmpg_gr4j,True
41012,4,0.0,1.0,rrmpg_hbvedu,rrmpg_gr4j,False
41013,5,-0.7999999999999999,0.08333333333333333,rrmpg_hbvedu,seasonal_climatology,False
41014,5,0.0,1.0,rrmpg_hbvedu,rrmpg_hbvedu,True
41016,4,-0.3333333333333334,0.75,global_lstm,seasonal_ar1_null,False
41019,5,0.0,1.0,rrmpg_hbvedu,rrmpg_gr4j,False
41020,5,0.0,1.0,rrmpg_hbvedu,seasonal_ar1_null,False
41022,4,0.3333333333333334,0.75,global_lstm,global_lstm,True
41023,4,-0.3333333333333334,0.75,rrmpg_hbvedu,seasonal_ar1_null,False
41025,4,0.3333333333333334,0.75,rrmpg_hbvedu,rrmpg_hbvedu,True
41027,5,-0.19999999999999998,0.8166666666666667,global_lstm,seasonal_climatology,False
41028,4,0.3333333333333334,0.75,global_lstm,global_lstm,True
41029,5,-0.6,0.23333333333333334,rrmpg_hbvedu,seasonal_climatology,False
42001,4,-0.6666666666666669,0.3333333333333333,rrmpg_hbvedu,seasonal_ar1_null,False
42003,4,0.3333333333333334,0.75,rrmpg_gr4j,global_lstm,False
42004,4,-0.6666666666666669,0.3333333333333333,rrmpg_gr4j,seasonal_ar1_null,False
42006,4,0.0,1.0,rrmpg_gr4j,seasonal_ar1_null,False
42008,5,-0.19999999999999998,0.8166666666666667,rrmpg_gr4j,seasonal_ar1_null,False
42010,5,0.19999999999999998,0.8166666666666667,rrmpg_gr4j,seasonal_climatology,False
42011,5,-0.7999999999999999,0.08333333333333333,rrmpg_hbvedu,seasonal_climatology,False
42016,4,-0.3333333333333334,0.75,rrmpg_gr4j,seasonal_ar1_null,False
42017,5,-0.39999999999999997,0.48333333333333334,global_lstm,seasonal_ar1_null,False
42024,4,0.3333333333333334,0.75,rrmpg_gr4j,seasonal_ar1_null,False
42026,4,-0.3333333333333334,0.75,seasonal_ar1_null,rrmpg_hbvedu,False
42027,4,1.0,0.08333333333333333,seasonal_ar1_null,seasonal_ar1_null,True
43005,4,0.3333333333333334,0.75,rrmpg_hbvedu,rrmpg_hbvedu,True
43006,4,-0.3333333333333334,0.75,rrmpg_gr4j,seasonal_ar1_null,False
43007,4,0.6666666666666669,0.3333333333333333,rrmpg_gr4j,rrmpg_hbvedu,False
43008,4,0.0,1.0,rrmpg_gr4j,seasonal_ar1_null,False
43009,5,0.19999999999999998,0.8166666666666667,rrmpg_hbvedu,rrmpg_hbvedu,True
43014,4,0.0,1.0,rrmpg_gr4j,seasonal_ar1_null,False
43017,4,0.0,1.0,rrmpg_hbvedu,global_lstm,False
43018,4,-0.3333333333333334,0.75,rrmpg_hbvedu,seasonal_ar1_null,False
43021,4,0.3333333333333334,0.75,rrmpg_gr4j,rrmpg_hbvedu,False
44001,4,-0.3333333333333334,0.75,rrmpg_gr4j,seasonal_ar1_null,False
44002,4,-0.3333333333333334,0.75,rrmpg_hbvedu,seasonal_ar1_null,False
44006,4,0.0,1.0,rrmpg_gr4j,seasonal_ar1_null,False
44009,4,-0.6666666666666669,0.3333333333333333,rrmpg_gr4j,seasonal_ar1_null,False
44011,4,0.3333333333333334,0.75,global_lstm,global_lstm,True
45001,4,-0.6666666666666669,0.3333333333333333,rrmpg_hbvedu,seasonal_ar1_null,False
45003,4,0.3333333333333334,0.75,global_lstm,global_lstm,True
45004,4,0.0,1.0,global_lstm,rrmpg_gr4j,False
45005,4,0.3333333333333334,0.75,global_lstm,rrmpg_gr4j,False
45009,4,0.0,1.0,rrmpg_hbvedu,rrmpg_hbvedu,True
45012,4,0.3333333333333334,0.75,global_lstm,global_lstm,True
46003,5,0.0,1.0,global_lstm,seasonal_ar1_null,False
46005,4,0.3333333333333334,0.75,global_lstm,rrmpg_hbvedu,False
46008,5,0.39999999999999997,0.48333333333333334,global_lstm,global_lstm,True
47001,5,-0.39999999999999997,0.48333333333333334,rrmpg_hbvedu,global_lstm,False
47004,4,-0.6666666666666669,0.3333333333333333,rrmpg_hbvedu,global_lstm,False
47005,5,-0.19999999999999998,0.8166666666666667,global_lstm,seasonal_climatology,False
47008,4,-0.3333333333333334,0.75,global_lstm,seasonal_ar1_null,False
47009,4,0.0,1.0,rrmpg_hbvedu,rrmpg_hbvedu,True
47011,5,0.6,0.23333333333333334,global_lstm,rrmpg_gr4j,False
47014,5,0.7999999999999999,0.08333333333333333,global_lstm,global_lstm,True
47018,5,0.7999999999999999,0.08333333333333333,global_lstm,rrmpg_gr4j,False
48003,4,-0.3333333333333334,0.75,rrmpg_hbvedu,global_lstm,False
48004,5,-0.39999999999999997,0.48333333333333334,rrmpg_hbvedu,seasonal_ar1_null,False
48005,4,-0.6666666666666669,0.3333333333333333,rrmpg_gr4j,seasonal_ar1_null,False
48011,4,-0.3333333333333334,0.75,rrmpg_hbvedu,global_lstm,False
49001,4,-0.6666666666666669,0.3333333333333333,rrmpg_hbvedu,seasonal_ar1_null,False
49002,4,-1.0,0.08333333333333333,rrmpg_hbvedu,seasonal_ar1_null,False
49004,4,-0.6666666666666669,0.3333333333333333,rrmpg_hbvedu,seasonal_ar1_null,False
50001,4,-0.3333333333333334,0.75,rrmpg_hbvedu,global_lstm,False
50002,5,0.0,1.0,global_lstm,rrmpg_gr4j,False
50006,4,-0.3333333333333334,0.75,global_lstm,seasonal_ar1_null,False
50007,5,-0.7999999999999999,0.08333333333333333,global_lstm,seasonal_ar1_null,False
50008,5,0.7999999999999999,0.08333333333333333,global_lstm,rrmpg_hbvedu,False
50011,4,0.0,1.0,global_lstm,seasonal_ar1_null,False
5003,5,0.0,1.0,rrmpg_gr4j,rrmpg_gr4j,True
51001,4,-0.3333333333333334,0.75,global_lstm,seasonal_ar1_null,False
52004,5,0.19999999999999998,0.8166666666666667,global_lstm,rrmpg_gr4j,False
52005,5,-0.19999999999999998,0.8166666666666667,global_lstm,seasonal_climatology,False
52006,5,-0.19999999999999998,0.8166666666666667,global_lstm,seasonal_climatology,False
52007,5,0.0,1.0,rrmpg_hbvedu,rrmpg_gr4j,False
52009,4,-0.6666666666666669,0.3333333333333333,rrmpg_gr4j,seasonal_ar1_null,False
52010,4,-0.3333333333333334,0.75,rrmpg_hbvedu,global_lstm,False
52011,4,0.3333333333333334,0.75,rrmpg_hbvedu,rrmpg_hbvedu,True
52015,5,-0.39999999999999997,0.48333333333333334,global_lstm,seasonal_climatology,False
52016,4,-0.3333333333333334,0.75,rrmpg_gr4j,seasonal_ar1_null,False
53005,4,-0.6666666666666669,0.3333333333333333,rrmpg_hbvedu,seasonal_ar1_null,False
53006,5,-0.7999999999999999,0.08333333333333333,rrmpg_hbvedu,seasonal_ar1_null,False
53007,5,-0.39999999999999997,0.48333333333333334,global_lstm,seasonal_ar1_null,False
53008,4,-0.6666666666666669,0.3333333333333333,rrmpg_hbvedu,seasonal_ar1_null,False
53009,4,-0.6666666666666669,0.3333333333333333,rrmpg_hbvedu,seasonal_ar1_null,False
53013,5,-0.19999999999999998,0.8166666666666667,rrmpg_hbvedu,global_lstm,False
53017,4,-0.3333333333333334,0.75,global_lstm,seasonal_climatology,False
53018,5,0.19999999999999998,0.8166666666666667,rrmpg_hbvedu,global_lstm,False
53022,4,0.0,1.0,rrmpg_hbvedu,rrmpg_hbvedu,True
53023,4,-1.0,0.08333333333333333,rrmpg_hbvedu,seasonal_ar1_null,False
53028,4,0.0,1.0,rrmpg_hbvedu,rrmpg_hbvedu,True
54001,4,0.0,1.0,rrmpg_hbvedu,rrmpg_hbvedu,True
54002,5,-0.39999999999999997,0.48333333333333334,rrmpg_hbvedu,seasonal_climatology,False
54003,5,0.0,1.0,rrmpg_gr4j,global_lstm,False
54004,5,-0.19999999999999998,0.8166666666666667,rrmpg_hbvedu,seasonal_climatology,False
54005,4,0.0,1.0,rrmpg_hbvedu,rrmpg_hbvedu,True
54007,4,0.3333333333333334,0.75,global_lstm,rrmpg_gr4j,False
54008,4,0.3333333333333334,0.75,rrmpg_hbvedu,rrmpg_hbvedu,True
54011,5,0.9999999999999999,0.016666666666666666,global_lstm,global_lstm,True
54012,4,-0.3333333333333334,0.75,rrmpg_hbvedu,seasonal_ar1_null,False
54016,4,-1.0,0.08333333333333333,rrmpg_gr4j,seasonal_ar1_null,False
54017,5,0.7999999999999999,0.08333333333333333,rrmpg_gr4j,rrmpg_hbvedu,False
54018,4,-0.3333333333333334,0.75,rrmpg_hbvedu,rrmpg_gr4j,False
54019,4,0.6666666666666669,0.3333333333333333,rrmpg_hbvedu,rrmpg_hbvedu,True
54020,4,0.0,1.0,rrmpg_hbvedu,rrmpg_gr4j,False
54022,4,0.0,1.0,global_lstm,global_lstm,True
54024,4,0.0,1.0,rrmpg_hbvedu,rrmpg_hbvedu,True
54025,4,0.3333333333333334,0.75,global_lstm,global_lstm,True
54027,4,-0.3333333333333334,0.75,rrmpg_gr4j,seasonal_ar1_null,False
54028,5,0.19999999999999998,0.8166666666666667,global_lstm,global_lstm,True
54029,4,0.3333333333333334,0.75,rrmpg_hbvedu,rrmpg_hbvedu,True
54032,5,0.19999999999999998,0.8166666666666667,rrmpg_hbvedu,rrmpg_hbvedu,True
54034,4,0.3333333333333334,0.75,global_lstm,rrmpg_hbvedu,False
54036,5,-0.19999999999999998,0.8166666666666667,global_lstm,rrmpg_gr4j,False
54038,4,-0.3333333333333334,0.75,global_lstm,rrmpg_gr4j,False
54044,5,0.6,0.23333333333333334,rrmpg_hbvedu,global_lstm,False
54048,4,-0.3333333333333334,0.75,rrmpg_hbvedu,global_lstm,False
54049,5,0.19999999999999998,0.8166666666666667,rrmpg_hbvedu,rrmpg_hbvedu,True
54052,4,0.6666666666666669,0.3333333333333333,rrmpg_hbvedu,global_lstm,False
54057,5,0.0,1.0,rrmpg_hbvedu,seasonal_climatology,False
54060,5,-0.19999999999999998,0.8166666666666667,global_lstm,global_lstm,True
54063,5,0.39999999999999997,0.48333333333333334,global_lstm,rrmpg_hbvedu,False
54080,5,0.0,1.0,rrmpg_hbvedu,rrmpg_gr4j,False
54095,5,0.19999999999999998,0.8166666666666667,rrmpg_hbvedu,rrmpg_hbvedu,True
54096,5,0.7999999999999999,0.08333333333333333,global_lstm,global_lstm,True
55002,4,0.3333333333333334,0.75,rrmpg_hbvedu,rrmpg_hbvedu,True
55007,4,0.3333333333333334,0.75,global_lstm,rrmpg_gr4j,False
55008,5,0.19999999999999998,0.8166666666666667,global_lstm,rrmpg_hbvedu,False
55013,4,-1.0,0.08333333333333333,rrmpg_hbvedu,seasonal_ar1_null,False
55014,5,0.19999999999999998,0.8166666666666667,rrmpg_hbvedu,seasonal_climatology,False
55016,5,0.0,1.0,global_lstm,global_lstm,True
55018,4,0.3333333333333334,0.75,global_lstm,global_lstm,True
55021,4,0.6666666666666669,0.3333333333333333,rrmpg_hbvedu,rrmpg_hbvedu,True
55023,4,0.3333333333333334,0.75,rrmpg_gr4j,rrmpg_hbvedu,False
55025,4,-0.3333333333333334,0.75,global_lstm,seasonal_ar1_null,False
55026,4,1.0,0.08333333333333333,global_lstm,global_lstm,True
55029,4,0.3333333333333334,0.75,global_lstm,global_lstm,True
55032,5,0.39999999999999997,0.48333333333333334,global_lstm,rrmpg_hbvedu,False
56001,4,0.0,1.0,global_lstm,global_lstm,True
56002,4,0.3333333333333334,0.75,rrmpg_gr4j,global_lstm,False
56007,5,0.19999999999999998,0.8166666666666667,global_lstm,seasonal_climatology,False
56012,4,-1.0,0.08333333333333333,rrmpg_hbvedu,seasonal_ar1_null,False
56013,5,0.39999999999999997,0.48333333333333334,global_lstm,global_lstm,True
57004,5,0.39999999999999997,0.48333333333333334,global_lstm,rrmpg_gr4j,False
57005,5,0.39999999999999997,0.48333333333333334,global_lstm,global_lstm,True
57007,4,0.6666666666666669,0.3333333333333333,global_lstm,rrmpg_gr4j,False
57008,4,0.3333333333333334,0.75,global_lstm,global_lstm,True
57009,5,0.39999999999999997,0.48333333333333334,global_lstm,global_lstm,True
58001,4,0.3333333333333334,0.75,global_lstm,global_lstm,True
58002,5,0.6,0.23333333333333334,global_lstm,rrmpg_gr4j,False
58006,4,1.0,0.08333333333333333,global_lstm,global_lstm,True
58008,4,0.3333333333333334,0.75,global_lstm,rrmpg_hbvedu,False
58009,4,0.3333333333333334,0.75,global_lstm,rrmpg_gr4j,False
58012,5,0.39999999999999997,0.48333333333333334,global_lstm,rrmpg_gr4j,False
59001,4,1.0,0.08333333333333333,global_lstm,global_lstm,True
60002,4,0.0,1.0,rrmpg_hbvedu,global_lstm,False
60003,4,0.3333333333333334,0.75,rrmpg_hbvedu,global_lstm,False
60005,4,0.6666666666666669,0.3333333333333333,global_lstm,global_lstm,True
60006,5,-0.19999999999999998,0.8166666666666667,global_lstm,global_lstm,True
60010,4,0.3333333333333334,0.75,rrmpg_hbvedu,rrmpg_hbvedu,True
60012,4,1.0,0.08333333333333333,global_lstm,global_lstm,True
6007,4,0.0,1.0,rrmpg_gr4j,seasonal_ar1_null,False
61001,5,-0.7999999999999999,0.08333333333333333,rrmpg_hbvedu,seasonal_ar1_null,False
61002,4,0.6666666666666669,0.3333333333333333,global_lstm,rrmpg_hbvedu,False
62001,4,-0.3333333333333334,0.75,rrmpg_hbvedu,seasonal_ar1_null,False
